,address,cause_area,contact_number,contact_person,description,email,name,website,,
1903,"19, Jalan PBS 14/3, Taman Perindustrian Bukit Serdang, 43300, Seri Kembangan, Selangor, 43300, Malaysia",Support Groups,+603 9235 1172,,"Give them a fish and they have a meal for the day. Teach them how to fish and they are out of the dependent cycle.
Accenture has developed and is sponsoring the following training and activities for underprivileged kids. We are now looking for volunteers NATIONWIDE with the passion and commitment preferably with the relevant experience to tag along such that they can pay forward by helping to conduct the same for another orphanage home within their respective reach.
Self-empowering, Transition and Employability Program (STEP) for every child has the right to fulfil his/her dream.
http://csu.cybercare.org.my/",mok@cybercare.org.my / elena@cybercare.org.my,Cyber Care Community System,http://www.cybercare.org.my/‎,,
1904,,Support Groups,,," 
Other functions include providing counsel and assistance to research endeavours, conservation activities, and the practical application of research results.",,Borneo Research Council – BRC,http://www.borneoresearchcouncil.org/,,
1905,,Support Groups,,,"Welcome to Charity Net My (A to Z Charity Listing) – the Full Listing of Charities Website. Those entries contain only address details without any additional details about their charity. If you do not see a particular charity on our list, feel free to send us your enquiry and we will add it into our website free of charge.",submit@charity.net.my ,Charity-Net Malaysia,http://www.charity.net.my/,,
1906,50603 Kuala Lumpur   Malaysia,Support Groups,+603 7967 4645,,"In 1997, the government of Malaysia established the Asia-Europe Centre (AEC), which was the first step of in the Asia-Europe University cooperation in education, designed to support the Fourth Pillar of the ASEM process. Three years after its inception on January 2nd 2000, the AEC was transformed into a full-fledged academic institution and was renamed the Asia-Europe Institute (AEI) and is hosted by the University of Malaya, the oldest university in Malaysia.
Over the years, AEI has received staunch support from the government of Malaysia, working in partnership with other ASEM countries. It reflects Malaysia’s commitment to internationalising higher education and advancing the idea of AEI as an ‘educational infrastructure and knowledge of network for Asia and Europe in the 21st century’.
AEI aims to be a place where intellectual discourses are held. Key issues on intensifying globalisation and regionalisation, the environment, international business, innovation and technologies and inter-regional relations between Asia and Europe are discussed. AEI also promotes collaborative research with academicians as well as the government and institutions from the private sector. Our research pillars and range of international postgraduate courses indicate the breadth and quality of expertise that AEI can bring to bear. As such, our postgraduate students are central to the realisation of a collaborative and innovative education hub for the future.
 ",http://ict.um.edu.my,"Asia-Europe Institute, University of Malaya",,,
1909,"No. 2984A, 41100 Klang. Selangor Darul Ehsan",Support Groups,+6019 2602 222,Dato' Burnard Yeo Kim Thong,"The name St. John Ambulance Malaysia – Selangor Darul Ehsan (SJAM-SDE) is a well-known organisation in Selangor state. As the leading First Aid organisation in Malaysia since 1908, we has been running social and humanitarian work for the locals who are in need and providing services to public events in the state.
Our motto “Pro Utilitate Hominum” – For the Service of Mankind – is a millennial-old tradition of serving the sick and the suffering. With more than 4.422 membership, our members have dedicated their private spare time for various voluntary services. Our hard working officers and members can be found at all sporting events, festivals, parades and other functions big or small. They are ever ready to serve, come rain or shine, anytime of the year. They also assist in natural disasters like floods, fires, landslides, plane crashes, etc.
SJAM-SDE through SJAM-Kawasan Pantai Selangor is the country’s first in providing haemodialysis service to general public since 1993.  Thanks to corporate bodies, we are able to provide haemodialysis service for the low & middle income groups who suffered from kidney failure. Besides community services, our Areas also runs 24-hour Emergency Ambulance Service and Non Emergency Ambulance Service.  The continuous support from the public as well as the corporate citizens is always welcome to help the SJAM to carry out its mission for the benefit of the public.
The uniformed members participate in Training Camps, Competitions, Conferences, Officers’ and N.C.O.’s Training Courses, Seminars, Workshops, etc. to enable them to stay at the peak of their efficiency. The Cadets, who are the younger members of the movement are trained in leadership as well as in various skills through the Cadet Proficiency Badge Scheme in order to mould them to become good and useful citizens ready to play their part in nation building
SideBar 
Our History
As a result of 1972 St. John Ambulance (Incorporation) Act, St. John Council were formed in every state. This movement marks the new beginning of the organisation and St. John Ambulance is about to enter new era.
SJAM-SDE was officially segregated from SJAM Wilayah Persekutuan in year 1990.
The appointed first State Commander of SJAM-SDE was Dr. Chen Soo-See.
He continued his service until year 1998 and was replaced by Mr Ho Thiam Hock.
Mr. Ho was transferred from National Headquarters and was appointed as new State Commander of SJAM-SDE. Under his command and along with Mr Yeo Kim Thong as Deputy State Commander cum Hon. State Secretary,
SJAM-SDE saw changes in administration and re-demarcation of certain Areas.
In 2004, Mr Yeo Kim Thong was appointed as State Commander and under his leadership more projects and changes were implemented to improve and benefit  the Area HQs, officers & members.
On 12th Dec. 2009, our State Commander, Mr Yeo Kim Thong popularly known as Burnard was awarded the Darjah Kebesaran Dato’-Sultan Sharafuddin Idris Shah (D.S.I.S.) by HRH Sultan of Selangor on his HRH 64th birthday.
The award carry the title Dato’ and is in recognition of his tremendous contribution  & leadership towards SJAM-SDE and mankind.
 
 ",admin@sjamsde.org.my,St John Ambulance Malaysia  at Selangor Darul Ehsan,http://www.sjamsde.org.my/,,
1910,"Zenith 1 Corporate Park, Block D, No 41-1 & 43A-2, SS 7/26, 47301, Kelana Jaya, Selangor",Support Groups,60147398578,Hengameh Fazeli,"Pranic Healing Malaysia is established under the World Pranic Healing Foundation to promote a healthy living in Malaysia using the teachings and practices of Pranic Healing.
Pranic Healing is a no-touch, no-drug energy-based healing modality that uses, prana, chi or life force to improve a wide range of physical and psychological ailments.
Pranic Healing Malaysia is conducting regular Free Healing Sessions, Self Motivational Talks, Counselling Sessions and Psychotherapy for people in need. The Sessions are normally done at Pranic Healing Center in Kelana Jaya, Ipoh and Penang as well as other NGO and centers such as Tasputra Perkim and Cansurvive.
Besides such activities Pranic Healing Malaysia sponsors the needy to learn Pranic Healing and conduct programs to feed the hungry in Malaysia and other parts of the world.",,Pranic Healing Malaysia,,,
1911,"Jalan Ling Wen Shun, Tun Abang Haji Openg Road, Peti Surat 795, 96000 Sibu",Support Groups,+608 4314 139,Mr Lau,"A home caring for 71 children aged 5-20 years old, Rumah Kanak-kanak Methodist Sibu was founded by Mrs Pillay with a heart for the orphaned and underprivileged. The home receives an annual grant of RM 15,000 from the Federal Government to care for its mix of Chinese and Iban children. Please contact Mr Lau at 084-322161 / 314139 for more information.",,Rumah Kanak-kanak Methodist Sibu,,,
1913,"Lot 9015 dan Lot 2196 Lorong Cempaka 1, Kg Cempaka Mukim Penor, 25150 Kuantan, Pahang",Support Groups,+609 5341 307,,"Founded by the Badan  Nadwah  Islamiah Pahang, Rumah Anak-anak Yatim Permata Camar was established on the 28th of February 2004. Currently caring for 39 boys aged 8-15 years old, Permata Camar is located at Lot 9015 dan Lot 2196 Lorong Cempaka 1, Kg Cempaka Mukim Penor, 25150 Kuantan, Pahang.  The home receives funds from corporate companies and organises a “Penjualan Wakaf” to pay for the cost of their new building.
For more information, please contact 09-5341320 / 5341307.
 ",,Rumah Anak-Anak Yatim Permata Camar,,,
1914,"BD-G-14, JALAN PINGGIRAN 1/4, TAMAN PINGGIRAN, SEKSYEN 1, 43300 SERI KEMBANGAN",Support Groups,+6010 6006 677,,,,Pertubuhan Kebajikan Insan Penyayang Malaysia (PKIPM),,,
1915,"Lot 7-873 Kampung Sungai Manggi, Jalan Klang Bantimg, 42700 Banting, Selangor",Support Groups,+603 6138 5177,Puan Rabiah,"Rumah Amal Anak Yatim ( YPIN ) di dirikan di Lot 873-A, Kampong Sungai Manggis, Jalan Banting Klang, Banting, Selangor Darul Ehsan. Seramai 32 orang anak-anak yatim menjadi penghuni tetap di rumah ini. Anak-anak yatim ini telah diserahkan kepada pihak Yayasan oleh ibu-bapa mereka agar kehidupan dan pendidikan anak-anak mereka lebih terjamin di masa akan datang.
Atas kesedaran betapa perlunya setiap anggota masyarakat di negara ini agar tidak ketinggalan dalam arus Pembangunan kemajuan pendidikan yang semakin pesat terutamanya menjelang alaf baru, maka Yayasan turut berkongsi bersama-sama segenap masyarakat bagi membantu mencapai impian dalam merangka program yang menjurus ke arah pembentukan budaya masyarakat penyayang dan prihatin.
Bagi menampung kos perbelanjaan dan keperluan rumah anak-anak yatim ini, Yayasan Pembangunan Insan Nasional telah menjalankan pelbagai aktiviti dan program bagi membantu mencari dana dan mengisi tabung kebajikan.
Sehubungan itu, bagi merealisasikan impian agar Rumah Amal Anak Yatim YPIN ini agar dapat terus berfungsi , kami berharap sokongan dan kerjasama dari semua pihak-pihak yang terlibat secara khusus atau amnya dapat diberikan. Semoga dengan adanya rumah ini, nasib anak-anak yatim akan terus terbela.
MATLAMAT
Menjadikan RUMAH AMAL ANAK YATIM YPIN sebagai rumah gantian kepada kanak-kanak di bawah jagaanya. Oleh itu, perhatian dan keutamaan diberikan dalam memastikan jagaan yang baik dan sempurna dapat dijalankan dengan suasana harmoni dan penuh limpahan kasih sayang seperti yang terdapat dalam sebuah rumah yang normal. Suasana seperti ini membolehkan kanak-kanak tersebut membesar secara menyeluruh dari segi emosi, jasmani dan rohani. Keperluan asas seperti makan dan minum, pakaian dan lain-lain juga turut disediakan oleh rumah amal ini
Memberikan perlindungan dan pendidikan yang sempurna kepada anak-anak yatim miskin agar mendapat perhatian dan jagaan yang sempurna.",,Rumah Amal Anak Yatim YPIN (Yayasan Pembangunan Insan Nasional),http://rumahamalanakyatimypin.blogspot.com/,,
1916,"No. 11, Jln Sp 13, Taman Semabok Perdana, 75050 Melaka",Support Groups,+606 2923 307,,,,Pusat Jagaan Kanak Kanak Sj Semabok,,,
1917,"Ground Floor, Mont Kiara Pines Blok 15B, Jln 1/70c Off Jalan Bukit Kiara, Bukit Kiara Estate, 50480 Kuala Lumpur, Wilayah Persekutuan",Support Groups,+603 20923 846,,,,Pusat Jagaan Casa Ria,,,
1918,"LG, Pandan Safari Shopping Complex, Jln Pandan Perdana 6/10a, Taman Pandan Perdana, 55300 Kuala Lumpur, Wilayah Persekutuan",Support Groups,+603 92740 781,,,,Pusat Jagaan Funkids,,,
1919,"No. 149, Jln Tun Ahmad Zaidi Adruce, Persiaran Rainbow, 93150 Kuching, Sarawak",Support Groups,+608 2416 629,,,,Pusat Jagaan Pelangi Montessori,,,
1920,"No. 33, Jalan 14/4, Seksyen 14, 46100, Petaling Jaya, Selangor",Support Groups,+603 79609 757,,,,Pusat Jagaan Baitul Amal,,,
1921," Lot 11537, Jln Sepakat, Taman Cenderawasih, Kg OlakLempit, 42700 Kuala Langat. Banting, Selangor. ( Belakang Shell)",Support Groups,+603 7731 7134,,, nojieasnas@yahoo.com ,Pusat Jagaan Asnaf Barakh (Rumah Amal Asnaf Barakh),,,
1922,"d/a Pejabat Daerah Baling, 09100 Baling, Kedah",Support Groups,+604  4701 963,En Amri Bin Salleh,,,Masyarakat dan Mendidikan Anak-anak Yatim Daerah Baling Kedah (Aman),,,
1923,"No. 33581-B, Jalan Ipoh-Chemor,  Batu 9, 31200 Chemor,  Perak Darul Ridzuan.",Support Groups,+6016 4403 946,En.Azizul,"About
Membela Anak-Anak Yatim/Miskin Malaysia
Mission
1- Komited dalam mendidik anak – anak yatim / miskin.
2- Menyediakan kemudahan dan kemahiran yang mencukupi untuk pembangunan insan.
3- Memberi perlindungan dan penjagaan yang terbaik kepada anak–anak yatim / miskin.
Yayasan Amanah An-Nur Maisarah adalah sebuah pertubuhan yang didaftarkan dibawah AKTA
PEMEGANG AMANAH ( PEMERBADANAN ) 1952 di Jabatan Perdana Menteri Bahagian Hal Ehwal Undang-Undang pada 14 Ogos 2006. Merupakan sebuah Badan Bukan Kerajaan (NGO) yang membela nasib anak yatim / miskin dari seluruh Malaysia",yayasannurmaisarah@gmail.com,Yayasan Amanah An-Nur Maisarah Chemor,http://https://www.facebook.com/YayasanAmanahAnNurMaisarah,,
1924,"No.1, Lorong Air Putih 68, 25300 Kuantan",Support Groups,6095681040,Mr. Sonny Yeap,"The Kuantan Pastors and Leaders Fellowship founded Rapha Children’s Home to care for orphans, underprivileged, abused and poverty stricken children. 32 children are currently under  their care, aged 3-20 years old. They raise funds from an Annual Charity Dinner and receive funds from public donation.
For more information, please contact Mr. Sonny Yeap / Ms. Grace Yeap at 09-568 9202.",raphaktn@yahoo.com,Rapha Children’s Home,http://raphakuantan.gbs2u.com,,
1925,"180/50, Gedong Lalang Ampangan, 70400 Seremban Negeri Sembilan",Support Groups,+606 7622 849,,,,Yayasan Anak Yatim Dewan Perniagaan Melayu Malaysia Cawangan Negeri Sembila,,,
1926,"423-B, Jalan Pusara, 20400 Kuala Terengganu",Support Groups,+609 6224 924,Tuan Hj Ahmad Ismail b. Mohd. Zain,"VISI
Untuk menjadikan sebuah pertubuhan kebajikan yang mantap dan berkemampuan membela nasib masa depan anak-anak yatim di Terengganu melalui pencapaian mereka yang cemerlang dalam pendidikan dan kerjaya
MISI
Untuk mengabungkan tenaga sukarela dalam mengerakkan kegiatan yang mampu memberi pembelaan dan pendidikan yang bermutu kepada anak-anak yatim di Terengganu",perkaya07@yahoo.com.my ,Pertubuhan Kebajikan Anak Yatim Terengganu (PERKAYA),http://perkayaterengganu.blogspot.com,,
1927,"167C, Dalam Rhu, 16200 Tumpat, Kelantan",Support Groups,+609 7253 298,,,,YAYASAN KEBAJIKAN ANAK-ANAK YATIM (YAATIM) KELANTAN (RUMAH PUTERA HARAPAN UMI HALIMAH),,,
1928,"Jabatan Kemajuan Masyarakat Negeri, 25856 Kuantan, Pahang",Support Groups,+609  2775 652,,,,Pertubuhan Anak Yatim Tengku Ampuan Fatimah Alor Akar,,,
1929,"Kampung Sungai Buaya, 42700 Banting, Kuala Langat Selangor",Support Groups,+603  31874 964,,,,PertUBUHAN Rumah Anak Yatim / Miskin Daerah Kuala Langat (Sg Buaya),,,
1930,"No 535/10, Cangkat Persekutuan Bukit Persekutuan, 50480, Kuala Lumpur",Support Groups,+603 6242 9809,Haji Shahidan Abdul,"ASDAF ( ditubuhkan pada 19 Ogos 1995 ) adalah sebuah asrama yang menempatkan anak-anak Orang Asli peringkat sekolah rendah dan sekolah menengah mereka. Mereka terdiri daripada anak-anak yatim, anak-anak saudara baru (mualaf) dan fakir miskin. Mereka diambil dari kampung-kampung di kawasan pedalaman semenanjung untuk dididik, diberi pendidikan akademik dan agama.", asdafperkim@gmail.com ,ASRAMA DARUL FALAH (ASDAF),http://asdafperkim.blogspot.com/,,
1931,"No. 3, Jalan Kuching, Taman Canning, 31400, Ipoh, Perak",Support Groups,+605 5460 949,,,,Pusat Jagaan Pertubuhan New Horizons Untuk Perkhidmatan Bagi kanak-Kanak Cacat Perak,,,
1932,"No 148, Jln Rcm Rayan, Ipoh Garden, 31400 Ipoh, Perak",Support Groups,,,,,Pertubuhan Rangkaian untuk Kanak-Kanak Keperluan Khas,,,
1933,"Lot 5204, Jalan Parit 1 Timur, 45300 Sungai Besar Selangor",Support Groups,+603 32242 849,Puan Rosnah Bt Mohamad Razali,,,Pertubuhan Kebajikan Anak- Anak Yatim Islam DAERAH Sabak Bernam,,,
1934,"Lot 158413, Lorong Bercham 11, Bercham, 31400, Ipoh, Perak",Support Groups,+605 5481 905,,, ysisipoh@streamyx.com,Persatuan Pemulihan Sultan Azlan Shah Bagi Orang Cacat Perak,,,
1935,"No. 22 Kuak Luar, 33100 Pengkalan Hulu, Perak.",Support Groups,+604 4778 275,,,altaqwa@streamyx.com,Pertubuhan Kebajikan Pengkalan Hulu,,,
1936,"383, Kg Pintu Padang, 31600 Gopeng Perak.",Support Groups,,,,,Pertubuhan Kebajikan Anak-Anak Yatim/Miskin Dahikmah Gopeng,,,
1937,"Bukit Gantang, Kg Cheh Bukit Gantang, 34850 Changkat Jering, Taiping Perak",Support Groups,,,,,Persatuan Anak Yatim Nur Hidayah,,,
1938,"No.15-1,15-2 Jalan Bola Jaring 13/15, Seksyen 13, Shah Alam.",Support Groups,"+6019 2125 676 , +6019 4168 745",,,raudhatulikhwan@yahoo.com,RUMAH ANAK YATIM RAUDHATUL IKHWAN,,,
1939,"MILE 2 1/2 JALAN KUHARA TAMAN LIM DEN CHOI 91000 TAWAU P.O.BOX 1655 91041 TAWAU, SABAH, MALAYSIA",Support Groups,+608 9714 526,," In 1986, The School for the Deaf, Tawau was established by the Basel Christian Church of Tawau, under the consultancy of a Special Education Coordinator from Kuala Lumpur, Mr. Tan Yap.  At this time, the center served only hearing impaired students, and was less then half of its current size.
     In 1989, Persatuan Untuk Orang Pekak, Tawau took over the administration from the Basel Christian Church and began implementing “Queued Speech” courses for the public on a regular basis.
     In 1994 due to the generous patronage of Mr. Teo Soon Seng, PUOP expanded its services to begin education and caring for students who are intellectually and physically challenged.
     Today, our main objective is to provide education for those who have missed out from the government education system.  We currently have 4 sections of our centre:  Function Living Skills, Autistic Spectrum Disorder, Deaf Education, and Sensory Inegration and Rehabilitation, and employ around 30 individuals from the local community as teachers, teaching assistants, and administration.
The Mission of Persuatan Untuk Orang Pekak Tawau is to care for and educate children who are deaf or differently abled. We strive to teach children practical living skills, and empower them through knowledge and respect.

", ceciliakhoo@yahoo.com,Persatuan Untuk Orang-orang Pekak Tawau,http://www.puop.org/,,
1940,"No.14, Jalan King Edward, 34000, Taiping, Perak",Support Groups,+605 8071 501,,"PPKT began on 2nd January 1999 as ESDA. We thank God for HIS strength to us as we are in HIS ministry through PPKT. At the end of 1998, Rev Ivan Chew, Pastor of Christ City Church, invited Stephen Chow from Penang to come over to Taiping to start a social concerns work. As of January 1999 Stephen was employed by Christ City Church to start this work. On 1 February 2002, we decided to form a society and we were registered with the Registrar of Societies (ROS) as Persatuan Perkhidmatan Komuniti Taiping (PPKT). Since that time we are not under Christ City Church anymore but are an inter-denominational Christian organization. On 19 July 2002, our organization was officially launched by YB En. Rafek Bin Reshidullah, Director of Social Welfare Department of Perak. From March 2003 until now, Mr. Sung Lai Su has been our chairman. Although the first five years was very hard for us to carry on in the ministry but by grace of God we managed to pull through.
The first 3 social services we established were: Day Center for Mental Health, Home of Mercy and a Disabled People’s Fellowship. Mercy Home was a home for ladies who had mental health problems. Ms. Kuan Gek Kuan was our first dedicated volunteer. She served as a full-time volunteer in the home itself. Unfortunately, at the end of 1999, the home had to close down due to financial constraints. The early work in ESDA was very difficult and development was slow due to lack of funds. But from May 1st 2006, we started to raise funds through the Charity Fair. In late 2000, Rev. Kanapathy joined us as a full-time volunteer in the services for the poor. In 2001 the work for disabled people extended to another programme – Handicamp. This is a camp for disabled persons. We were invited to our first Handicamp by Rumah Kesayangan, Bukit Mertajam. The Handicamp program was introduced by Malaysian Care, KL. Also in 2001, we started a sheltered workshop for disabled people. Since 2004, the workshop has been renamed “Work Centre for Disabled People”.
 ",info@esda-ppkt.org,Persatuan Perkhidmatan Komuniti Taiping(Esda),http://www.esda-ppkt.org/,,
1941,"No 121 A, Tingkat 1, Bangunan MUIP, Jalan Mahkota, 25000 Kuantan, Pahang Darul Makmur.",Support Groups,+609 5178  703,,"Badan Nadwah Islamiah Pahang (NADWAH) adalah sebuah NGO berdaftar pada 10 November 1997. Aktiviti utama Nadwah tertumpu kepada kegiatan dakwah bil hal. Tujuan utama Nadwah ditubuhkan adalah :
Menegak, mengembang, berdakwah dan memperjuangkan cita-cita Islamiah.
Memberi, mengadakan, mengurus pelajaran dan pendidikan Islam dalam apa-apa cara yang tidak bertentangan oleh agama Islam dan sah di sisi undang-undang.
Menggembleng tenaga masyarakat Islam untuk bekerjasama memberi bantuan dan sokongan untuk meningkatkan taraf kehidupan umat Islam dalam lapangan sosial, kebajikan, kebudayaan, falsafah dan teknologi.
Berusaha meningkatkan taraf hidup umat Islam yang kurang bernasib baik.
Menjalankan kegiatan memberi kemahiran kepada usahawan-usahawan agar dapat bersaing dengan usahawan lain.
Sejarah
Wujud di awal 80′an – merupakan gabungan biro-biro agama, kelab kakitangan jabatan-jabatan kerajaan.
Menjalankan kegiatan dakwah bil lisan dengan tumpuan kepada program-program ceramah agama, forum-forum agama, kursus-kursus perkahwinan, kem motivasi serta kutipan derma bagi diagihkan kepada fakir miskin dan anak-anak yatim.
Didaftar secara sah pada 10 November 1997 dan tumpuan aktiviti bertukar kepada corak dakwah bil hal.
28 Jan 1999, memulakan perbincangan bagi penubuhan Pusat Hemodialisis Islam Makmur.
Mac 2003, memulakan perbincangan ke arah penubuhan PERMATA CAMAR.
Jan 2005, mencetuskan idea menubuhkan Pusat Pembimbing Komuniti/Pusat Dakwah.",rumahanakyatim@ymail.com,"BADAN NADWAH ISLAMIAH PAHANG, KUANTAN",,,
1942,"Loreto Convent, P.O.Box 13574, 88840 Kota Kinabalu, Sabah, Malaysia",Support Groups,+608 8727 977,,,fsickk@tm.net.my,"San Damiano Convent, Kiulu",http://www.fsicmalaysia.com/,,
1943,"No. 1, Jalan Dato Wan Ahmad, 01000 Kangar, Perlis",Support Groups,+604  9766 766 / 9769 185,En Arshad b. Bahari,,,"Pertubuhan Kebajikan Rumah Anak Yatim Mak Teh, Kangar, Perlis",http://rumahanakyatimmakteh.blogspot.com/,,
1944,,Support Groups,,,,rumahanakyatim@ymail.com,ASRAMA ANAK-ANAK YATIM BUKIT PEGOH,,,
1945,"d/a Pejabat Daerah Baling, 09100 Baling, Kedah",Support Groups,+604 4701 963,En Amri Bin Salleh,,rumahanakyatim@ymail.com,RUMAH ANAK YATIM BALING,,,
1946,"24B & 24C Jalan Chow Kit, Kuala Lumpur, 50350 W.P Kuala Lumpur, Malaysia",Support Groups,+603 40454 021,,"Runs programmes for refugee and other disadvantaged children. Programmes include the Under Twelve Centre (a drop-in centre for children to have access to food and shelter, as well as participate in educational, health and recreational programs, such as basic tutoring, computer classes, an educational “toy library” and help from play therapists. There is also a dormitory space) and KL Krash Pad (a centre for at-risk teens offering an onsite café, a computer lab, and various art and music projects, all focused on both skills development and possible income generation, as well as educational support). Nur Salem is a member of the Asia Pacific Refugee Rights Network. – See more at: http://www.refugeelegalaidinformation.org/malaysia-pro-bono-directory#sthash.FlPOxkT6.dpuf",rumahnursalam@gmail.com,Nur Salam,http://www.nursalam.bbnow.org/about.php,,
1947,"R- 7, 7th Floor, Pudu Plaza Apartment Jalan Landak Off Jalan Pudu Kuala Lumpur Wilayah Persekutuan Malaysia 55100 ",Support Groups,6016 9678 532 | 0111 666 0817,,"The Shan Refugee Organization SRO was founded on 4 Jan.2006, to support Shan Refugees in their pursuit of safety in Malaysia. The purpose of the SRO is to assist members of the Shan community group who are suffering as a consequence of their lack of status here in Malaysia.
SRO staffs are all volunteers from within the Shan community. They are advocates for the protection and registration of Shan refugees with the UNHCR and they assist individuals with the registration process. SRO helps refugees to obtain healthcare, to find protection in times of crisis, and networks with the local police, Government, and NGOs to increase awareness of services available to the community. There are currently estimated to be around 4500 Shan in Malaysia. With dedication, hard work and integrity, the EC members of SRO will work hard to protect their members and shed light on the situation of the Shan in Malaysia.
SRO wishes to foster a reputation for helping any member of any ethnic group in any way possible and it encourages it’s members to do the same. SRO encourages its members to have faith in the organization and to strive to make the best of this difficult situation. In order to help its members, SRO tries to connect, inform and mobilize people. The organization is committed to achieving progressive, sustainable development of our community in the scope of human rights.
This is a brief overview of the conception of the Shan Refugee Organization in Malaysia
Our Objectives
1) To give attention and care to our community members, especially refugees, who are held in detention centers/camps and who suffer serious health problems and to provide shelter for anyone in need.
2) To collaborate and communicate effectively and often with other Myanmar ethnic communities in order to find solutions to the many and varied problems encountered by all refugees in Malaysia
3) To give attention and care to our Monks, especially those who visit Malaysia, both as refugees and visitors.
4) To build the individual and organizational capacities of our members by providing information, networking, and learning opportunities that are relevant to their social and economic situations.
5) To broaden the constituency of organizations and individuals who share the commitment of SRO to promote equal opportunity and social justice by undertaking targeted and ongoing outreach to an ever-widening network of Shan communities.
6) To raise the living standards of our members, to achieve progress for the Shan community, sustainable development and freedom in the scope of human rights in Malaysia. We wish to foster a strong spirit in our younger members and give them hope for the future.
7) To promote Shan language, literature, history and culture and to provide education in the aforementioned areas.",sromalaysia@yahoo.com,Shan Refugee Organization,http://www.shanrefugeemalaysia.org,,
1948,"Plot 359, Lorong Dato, Off Jalan Dato, Kampung Manjoi, 30020  Ipoh, Perak Darul Ridzuan, Malaysia.",Support Groups,+605 8060 071,Encik Khairul Anuar Bin Mohmad Razi,"Pertubuhan  Kebajikan  Kasih  Nurul  Iman Negeri  Perak  administered by a
group  of  committee  who  has  the  authority  to  determine the course of the
organization  as  well  as   the  administration  and  financial  affairs  all  both
branches  of  Pusat  Jagaan  Anak  Anak  Yatim  Dan  Miskin Nurul Iman Ipoh
Branch and Pusat jagaan Anak Anak Yatim Dan Miskin Nurul Iman Kamunting
Branch.
To ensure the social works of Pertubuhan Kebajikan Kasih Nurul Iman Negeri
Perak achieves its objectives, all matters pertaining to social works will carried
out  in accordance to  the established  policies which  required by the Malaysia
Goverment law.
OUR MISSION
Pertubuhan Kebajikan Kasih Nurul Iman Negeri Perak ( Nurul Iman
Home ) runs an activity in giving protection, nurture and education to
orphans and the poor for free to ensure all unfortunate children get the
proper defence.
OUR VISION
Pertubuhan    Kebajikan    Kasih    Nurul    Iman    Negeri    Perak
(Nurul Iman Home) into the direction as a social organizations which is
convincing to all parties in providing protection, nurture, education and
advice to the children.
VISION
To be a responsible and trustworthy social organizations in giving refuge,
nurture and education for the orphans and poor children without disregard to
the Children Act 2001 and Care Centre Act 1993.
To be a very safe social organizations for children in general or to be a refuge
for the orphans and poor.
To be a full facility social organizations for children in general or for the orphans
and poor especially to gain their education and be exposed in IT and etc.
To be a very capable social organizations in shaping behavior of the children in
general or the orphans and poor especially for those involved in a disciplinary or
social problem.
To be an integrated social organizations for children in general or for the
orphans and poor especially in tackling their problems and helping them in
order to save them from the abuse, molestation and etc. by referring to
Department of Social Welfare.",,PERTUBUHAN KEBAJIKAN KASIH NURUL IMAN  NEGERI PERAK,http://www.nuruliman.org/,,
1950,"Wisma Hamid Arshat No. 12 – 5, Jalan Bangsar Utama 9 Bangsar 59000 Kuala Lumpur MALAYSIA",Support Groups,+603 22827 708/1669,Mr Christopher Pearman,"CARAM Asia is a regional network working on migration and health issues. Formed in 1997, it has developed into a network of members spread across South East Asia, North East Asia, the Gulf and  Middle East. It is an NGO in Special Consultative Status with the Economic and Social Council of the United Nations.
Four key thrusts and pillars which provide momentum to CARAM Asia programmes are Participatory Action Research (PAR), national and regional advocacy, coalition building and capacity building for CBOs and NGOs working with migrant communities. These approaches provide an impetus for the development of research, publications, campaigns and policy prescriptions for CARAM Asia programmes.
EMPOWER: To empower migrants, their families and communities throughout the migration process and build capacities of community based organisations (CBOs) and non-governmental organisations (NGOs) working for the promotion and protection of migrants’ health rights including sexual and reproductive health rights.
EVIDENCE BASED: To utilise Participatory Action Research (PAR) to ensure inclusion of migrant voices and perspectives on HIV vulnerabilities, migrant health status and potential policy prescriptions for effective national and regional advocacy.
RIGHTS BASED: To use the rights based approach in promoting and protecting migrant health through interventions to reduce all vulnerabilities and improve social determinants of health throughout the migration process.
All people have the right to stay or move and live and work in dignity with equal rights in a society, where their quality of life is ensured.",Pearman_c@yahoo.com/jennifer@caramasia.org,CARAM Asia – Coordination of Action Research on AIDS and Mobility,http://www.caramasia.org,,
