"cause_area","name","description","address","website","contact_number","email","city"
"youth-education","Children's Home Foundation Pattaya","Children's Home Foundation Pattaya Children's Home Foundation or Pattaya Orphanage Foundation is not-for-profit organization located in Pattaya City, Eastern Seaboard with its objectives and missions to provide help abandoned children with sheltering, meals and consecutive educational support. Contact Children's Home Foundation Pattaya 384 Moo 6, Sukhumvit Highway Km.144, Banglamung, Cholburi 20150, Thailand. Telephone : +66 (0) 3842 3468, (0) 3841 6426","","http://www.thepattayaorphanage.org/","+66 (0)","info@thepattayaorphanage.org"," "
"youth-education","Chaiyapruk Foundation","Chaiyapruk Foundation Abandoned children find care and love in a family - like environment Contact: Dr Cleopandh Soorapanthu or Dr Somsak Somsugdi Telephone: 081-611-6261 ( Dr Cleopandh ) 081-911-4356 ( Dr Somsak ) 01-823-9085 or 02-328-0272 (Bangkok
    office ) montri20@hotmail.com Address: PO Box 5 Ongkharak - Nakhon Nayok 26120 Volunteers: Yes Review:","PO Box 5 Ongkharak - Nakhon Nayok 26120","http://www.chaiyaprukchildrenhome.com/","081-611-6261 (","Cleopandh@yahoo.de somsugdi@yahoo.de"," "
"youth-education","Child's Dream","Child's Dream Dedicated to empowering marginalised children and youth in the Mekong Sub-Region Contact: Telephone: 053 201 811 Province: Chiang Mai Address: Child's Dream Foundation, 238/3 Wualai Road,
    T. Haiya, A. Muang, Chiang Mai 50100 Thailand Volunteers: Yes Review: Yes - See our
    review Jan 14","Child's Dream Foundation, 238/3 Wualai Road,
    T. Haiya, A. Muang, Chiang Mai 50100 Thailand","http://www.childsdream.org","053 201 811","info@childsdream.org"," Chiang Mai"
"youth-education","Child Life Ministry and Community Foundation","Child Life Ministry and Community Foundation Child life, ""Baan-Nana"" in Thai, was founded in 1999 and is located in the far north of Thailand. Child life cares for all children in need, regardless of ethnicity, nationality or religion. Contact: Telephone: 083-760-9517 Province: Maesai, Northern Thailand Address: Post Box 35, Maesai District, Chiang Rai Province, 57130 Thailand Volunteers: Yes","Post Box 35, Maesai District, Chiang Rai Province, 57130 Thailand","http://www.childlife-maesai.org","083-760-9517","childlifemaesai@gmail.com","NA NA"
"youth-education","Childline Thailand Foundation","Childline Thailand Foundation Childline Thailand Foundation (CTF) runs a nationwide 24-hour telephone helpline with an easy-to-remember number – 1387. Childline provides its services for any child under the age of 18. The
    foundation works with various government and NGO stakeholders to safeguard the rights of every child as outlined by the United Nations’ Convention on the Rights of a Child (CRC). Contact : Childline Thailand Foundation The Hub Saidek Youth Club 402-408 Maitri Chit Road (cnr Maitri Chit & Soi Nana) Pomprab District Bangkok 10100 Thailand Telephone: (+66) 02 623 3814 info@childlinethailand.org","","http://childlinethailand.org/","1387. "," "," "
"youth-education","Child Wacth Phuket","Child Wacth Phuket To help children under 18 years old from being abused.
    

    
        To save children systematically and professionally.
    

    
        To create awareness on children’s rights.
    

    
        To provide needy children with welfare and basic education. Child – Watch Phuket, Rubber Technoogy Building Prince of Songkla University, Kahu, Phuket 83120, Thailand Tel. & Fax : +66 76 276 396 Hotline :      +66 1719 5690","","http://childwatchphuket.org/","+66 76 276 396"," "," "
"youth-education","Children Development Foundation","Children Development Foundation Providing shelter and helping homeless children in northern Thailand Contact: Telephone: Province: Chiang Mai Address: 95/1 Moo 6 Ban Mae Pha Han, Tambon On-Tai, Ampher SanKampang, Chiang Mai  50130 Volunteers: Yes Review:","95/1 Moo 6 Ban Mae Pha Han, Tambon On-Tai, Ampher","https://www.facebook .com/Anatta.cm","","vgcd36@yahoo.com"," Chiang Mai"
"youth-education","Children's Shelter Foundation","Children's Shelter Foundation Home and education for orphans, underprivileged and deaf children form the hill tribes (Chiang Mai) Contact: K. Jarm Telephone: 081-031 5989 Province: Chiang Mai Address: 256 Moo.4 , Tumbon Pameiung, Amphur Doisaket, Chiang Mai 50220 Volunteers: Review:","256 Moo.4 , Tumbon Pameiung, Amphur Doisaket, Chiang Mai 50220","http://www.childrens-shelter.com","081-031 5989","info@childrens-shelter.com"," Chiang Mai"
"youth-education","Christian Care Foundation for Children
    with Disabilities (CCD)","Christian Care Foundation for Children
    with Disabilities (CCD) Providing care and support to children and youth who are neglected in the standard of learning and development environment,
    the Foundation welcomes volunteers from all over the world, and Thailand. Foundation is accepting applications for both professional and unprofessional. In order to work together with a team of
    the Foundation. Contact: Telephone: 02 584 6966 Province:  Nonthaburi Address: 18/1075 Moo 5,
    Sukprachasarn 2 Road,  T.Bangphud, A.Pakkred, Nonthaburi 11120 Volunteer: Yes Review:","18/1075 Moo 5,
    Sukprachasarn 2 Road,  T.Bangphud, A.Pakkred, Nonthaburi 11120","http://ccdthailand.org/","02 584 6966","ccdbkk@ccdthailand.org","  Nonthaburi"
"youth-education","Community Children Fund Foundation in Thailand","Community Children Fund Foundation in Thailand Under the Royal Patronage of HRH Princess Maha Chakri Sirindhorn The foundation has its mission as states below : - To promote child development programs that enable disadvantaged children to grow up and       become change agents in the society - To create a society that promotes child protection and child rights Disadvantaged children who are the Foundation's target group include: • those who lack of basic necessity for growth and development • those who are stigmatised, or discriminated by law • those in extremely difficult circumstances • those with complex problem Contact : CCF Foundation","","http://www.ccfthai.or.th :Under the Royal  Patronage of HRH  Princess Maha  Chakri Sirindhorn  9 Chalermprakiat  Rama 9  Soi 8,  Nongbon Pravet  Bangkok 10250  Thailand  Tel. 0  2747 2600  Fax 0  2 747  2620 1  E-mail :  ccfthai@ccfthai.or.th  Facebook :  http://www.facebook .com/ThaiCCF","0 2747 2600 ","ccfthai@ccfthai.or.th"," "
"youth-education","Compassion International","Compassion International Compassion International is a Christian based charity dedicating to help children around the world to have a better life with opportunity to develop themselves through education and its
    programs. Compassion International exists as an advocate for children, to release them from their spiritual, economic, social and physical poverty and enable them to become responsible and fulfilled
    Christian adults. Its goal is to release children one-by-one from poverty in Jesus’s name, on its believing that changed Environment may assist children, but transformed children will inevitably change their
    environments. Compassion's work in Thailand began in 1970. Currently, more than 36,400 children are registered in more than 220 child development centers. Compassion partners with churches to help them provide
    Thai children with the opportunity to rise above their circumstances and become all God has created them to be. Compassion International, Inc. is a registered 501 (C) (3) non-profit organization in USA, all donation inn the United State are tax-deductible in full part. Contact : Phone number 
    (800) 336-7676, Monday through Friday, 7 a.m. to 5:30 p.m. MT. 
    Mailing address 
    Compassion International 
    Colorado Springs, CO 80997 
    Street address 
    12290 Voyager Parkway 
    Colorado Springs, CO 80921","","http://www.compassion.com http://www.compassion.com/about/where /thailand.htm","(800) 336-7676,"," "," "
"youth-education","Concordia Welfare and Education Foundation","Concordia Welfare and Education Foundation To promote and assist all Thai people through human care and educational projects, regardless of gender, race, religious affiliation or social status. Contact: Khun Orathai Taweesin Telephone: 02-393-7909 and 02-9828977- 8 Ext: 102 Province: Bangkok Address: 57 Sukhumvit 70/2 Sukhumvit Rd. Bangna, Bangkok 10260 Thailand Volunteers: Yes Review: August 2013","57 Sukhumvit 70/2 Sukhumvit Rd. Bangna, Bangkok 10260 Thailand","http://www.cwefthailand.org","02-393-7909 ","cweftthailand@gmail.com"," Bangkok"
"youth-education","Darulinfaq Foundation","Darulinfaq Foundation Darulinfaq’s activities have been initiated since 2009 by volunteering group focusing on
    granting abandoned, poors and disadvantaged children in the area of Amphur Jana, Taepa, Natawee and Sabayoi Songkla province, Southern Thailand, there are 110 abandoned and poors children who are
    under the foundation’s custody. The foundation has established Learning Center for elderly and poors in Amphur Jana, Songkla
    province by Ms. Ailada Sooksri being a Chairperson of the center.  There are totally 1000 abandoned children and 500 disadvantaged and poor children who are under the center’
    patronage. In 2013 the foundation has expanded its branches to Pattani province where there are 500
    abandoned children and 200 disadvantaged children under the branch’s patronage. Contact : Office of Daruinfaq Foundation For abandoned children and disadvantaged persons in most southern Thailand Sasanabumrung School, 10 moo 2, Soi Musyidsolehuddin Rasadornbumroong Rd., Tumbol BaanNa, Amphur Jana Songkla Province, Thailand 90130 Tel : 08-2266-8889","","https://www.facebook .com/darulinfaq.chana","  08-2266-8889","darulinfaq@gmail.com","NA"
"youth-education","Daughters of Charity Foundation, Loei Branch","Daughters of Charity Foundation, Loei Branch The main objectives of the Daughters of Charity Foundation, Loei Branch are 1.     To develop quality of
    life for marginalized persons ; underprivileged children, youth, disabilities and persons living with HIV/AIDS. 2.     To create awareness on
    cultural values and practice virtues according to the teaching of one’s religions. 3.     To conduct services
    and collaborate with other organizations for public welfare services. 4.  To conduct all
    operations without any political involvement Contact : Daughters of Charity Foundation, Loei Branch 121 Moo 3, Tambon Srisongkram, Amphur
    Wangsaphung Loei, Thailand 42130","","http://dcfl2011th.org/home.php"," "," "," "
"youth-education","Destiny Rescue Foundation","Destiny Rescue Foundation The foundation aims to provide helping disadvantage children living in rural area through its 2 main projects with the support of Destiny Rescue International in Australia. - Children Home - Educational Scholarship Contact : Destiny Rescue Foundation 12 Soi 12 Tumbol Ropvieng Amphur Mueang Chiang Rai Thailand 57000 Tel 066 053 711 645","","https://www.facebook .com/destinyrescue https://www.facebook .com/DestinyRescueFoundation"," 066 053 711 645"," "," "
"youth-education","Development & Education Programme for Daughters &","Development & Education Programme for Daughters & Communities Prevention side of the trafficking of women and children into the sex industry or other exploitative child labor situations. Contact: Telephone: 053 733 186 Province: Chiang Rai Address:  PO Box 10, Mae Sai, Chiang Rai
    57130 Volunteers: Yes Review:","PO Box 10, Mae Sai, Chiang Rai
    57130","http://www.depdcblog.wordpress.com","053 733 186","info@depdc.org"," Chiang Rai"
"youth-education","Duang Prateep Foundation","Duang Prateep Foundation Helping children in poor communities throughout Thailand Contact: Mrs. Prateep Ungsongtham Hata Telephone: 02 671 4045-8, 02 249 3553, 02 249 4880 (ext. 112 or 117) Province: Bangkok Address: Lock 6 Art Narong Road, Khlong Toei, Bangkok 10110, Thailand. Volunteers: Yes Review:","Lock 6 Art Narong Road, Khlong Toei, Bangkok 10110, Thailand.","http://www.dpf.or.th","02 671 4045-8,","dpffound@ksc.th.com"," Bangkok"
"youth-education-e-g","The Education for Development Foundation","The Education for Development Foundation Improve educaton opportunity and quality of life for less fortunate children and youths in remote areas of Thailand. Sponsored students receive many opportunities to develop necessary life skills and gain
    valuable knowledge that can be applied throughout their lives. Contact: Telephone: 02 940-5265, 02 5799209 to 11 Province: Bangkok Address: The Education for Development Foundation (EDF) Kasetsart University Alumni Building , 3rd Floor 50 Phaholyothin Road, Jatujak, Bangkok 10900 Volunteers: Yes   Link to volunteer
    page Review: Aug 2013","The Education for Development Foundation (EDF)","http://www.edfthai.org/","02 940-5265, 02","public@edfthai.org"," Bangkok"
"youth-education-e-g","Education and Shelter for Boys","Education and Shelter for Boys A monk, Phra Chalerm, offers the educational opportunity
    that he never had in his childhood.  His temple is both home and school for 120 poor boys. Contact: Phra Chalerm Telephone: (044) 385-163 or (01)955-6178 Province: Nakon Ratchasima Address:  Wat None Muang, KhamSakae Saeng district, Nakhon Ratchasima","Wat None Muang, KhamSakae Saeng district, Nakhon Ratchasima","http://www.bangkokpost.com/outlookwecare/index01 .html","(044) 385-163 ",""," Nakon Ratchasi"
"youth-education-e-g","English for Needy
    Children","English for Needy
    Children Volunteers to teach English to needy students in rural Thailand Contact: Michael Anderson, Volunteers for Thailand Telephone: (044) 352-342. Province: Nakon Ratchasima Address: 1739 Soi 13 Mukmontree
    Road, Nakhon Ratchasima, Thailand 30000","1739 Soi 13 Mukmontree
    Road, Nakhon Ratchasima, Thailand 30000","http://volunthai.com/","(044) 352-342.","application@volunthai.com"," Nakon Ratchasi"
"youth-education-e-g","Father Ray Foundation","Father Ray Foundation Takes care of 850 orphaned, abused and disadvantaged children and students with disabilities. Contact: Telephone: 038 716 628 Province: Pattaya Address: 440 Moo 9 (P.O. Box 15, Pattaya City),
    Sukhumvit Road, Km 145,Nongprue, Banglamung,Chonburi 20260,
    ThailandBangkok 10110","440 Moo 9 (P.O. Box 15, Pattaya City),
    Sukhumvit Road, Km 145,Nongprue, Banglamung,Chonburi 20260,
    ThailandBangkok 10110","http://www.fr-ray.org","038 716 628","info@fr-ray.org"," Pattaya"
"youth-education-e-g","For Better Life Foundation","For Better Life Foundation A Christian based charity dedicates to helping girl at risk, orphans and hill tribe children with sheltering, education giving
    them a brighter future. Contact : For Better Life Foundation 29/22 Tung Hotel Road, Thambon Watgate, Amphur: Muaang Chiang Mai, Thailand 50000 66-53- 266246","","http://www.fblf.org/",NA," "," "
"youth-education-e-g","For Life","For Life Is the UK partner of the Christian Care Foundation for Children with Disabilities (CCD), a Thai foundation that works with abandoned disabled children in Thailand. Contact: Telephone: +44 20 7921 4249 Province: London Address: Oasis Centre, 75 Westminster Bridge Road, LondonSE1 7HS Volunteers: Yes","Oasis Centre, 75 Westminster Bridge Road, LondonSE1 7HS","http://www.4lifethailand.org","+44 20 7921 4249","info@4lifethailand.org"," London"
"youth-education-e-g","Foundation for balance growth of rural community - Plarnkhoi","Foundation for balance growth of rural community - Plarnkhoi To promote self-sufficiency through providing education to children in remote area with the foundation's three main projects
    focusing on cultivation of local culture and self-sufficiency. Contact : Foundation for balance growth of rural community – Plankhoi 77 Moo 2 tumbol Nonko,  Amphur Sirindhorn, Ubolrachathani Thailand 34350 Tel : +66 080 551 9598, +66 084-877-7709","","http://foundations.plarnkhoi.com/","+66 080 551 9598,","plarnkhoi@hotmail.com"," "
"youth-education-e-g","Foundation for Better Life of Children","Foundation for Better Life of Children FBLC is a center of cooperation in protecting, helping, restoring and developing Thai children who are faced with suffering or abandoned by their parents. Contact: Khun Rattana Phalangnaruputh Telephone: 02-574-1381 Province: Bangkok Address: 100/475 Soi Chang Wattana 10, Chang Wattana Road,Kwang Tung Songhong, Khet Laksi,  Bangkok 10210, Thailand Volunteers: Review: Aug 2013","100/475 Soi Chang Wattana 10, Chang Wattana Road,Kwang Tung Songhong, Khet Laksi,  Bangkok 10210, Thailand","http://www.fblcthai.org/","02-574-1381","fblc_th@hotmail.com"," Bangkok"
"youth-education-e-g","Foundation for Child Development","Foundation for Child Development The main objective of the foundation for child Development is to foster the overall development of
    children in body, mind, and spirit. This is achieved through the following means: 1. Studying and disseminating information about the problems children face and potential solutions. 2. Supporting efforts by individuals, communities, and other agencies in conducting activities that promote children’s development; this is a means of promoting
    knowledge and self-reliance among children and their communities. 3. Mobilizing the public and official agencies to recognize children’s issues and take action. Contact 143/109-111 Pinklopattana Village Baromrachonee Rd. Arunamarin, Bangkok Noi, Bangkok Thailand 10700 Tel : 02-433 6292, 02-884-6603","","http://iamchild.org/site/","02-433 6292,"," "," "
"youth-education-e-g","Foundation for Children","Foundation for Children Providing education for children (Bangkok) Contact: Rajani  Dhongchai Telephone: 089-410-4427 Province: Khanchanaburi Address: 95/24 Moo 6, Soi Krathumlom 18, Puthamonthon Sai 4 Road, T.Krathumlhom, A. Samphan, Nakorn Prathom 73220 Volunteers: Yes","95/24 Moo 6, Soi Krathumlom 18, Puthamonthon Sai 4 Road, T.Krathumlhom, A. Samphan, Nakorn Prathom 73220","http://www.ffc.or.th","089-410-4427","mbd.ffc@ffc.or.th mbd.ffc@gmail.com"," Khanchanaburi"
"youth-education-e-g","The Center for the Protection of Children’s Rights
    Foundation","The Center for the Protection of Children’s Rights
    Foundation The charity aims to protect and help abused children age between 1 year to 18 years providing shelter within warm and love environment under various projects. Contact: The Center for the Protection of Children's Rights Foundation 979 Charunsanitwong soi 12, Wattapra, Bangkok Yai, Bangkok 10600 Telephone: 02-412-1196 Province: Bangkokok","","http://www.thaichildrights.org/","02-412-1196",""," Bangkokok"
"youth-education-e-g","Foundation for Rural Youth","Foundation for Rural Youth Foundation for Rural Youth provides helping street children in the rural area in order to develop their efficiency by giving them and
    education opportunity to enable them to stand on their own. contact : Foundation for Rural Youth (FRY) 59/118-120 Soi Ekkachai 89/4, Ekkachai Rd., Bang Bon, Bangkok 10150 Tel. (662) 416 8073-4 Fax (662) 894 2819","","http://www.fry1985.org","(662) 416 8073-4"," "," "
"youth-education-e-g","Foundation for the Education of Rural Children","Foundation for the Education of Rural Children To provide aid and support for education for children in the North of Thailand. Contact: Telephone: Province: Chiang Mai Address: Marc Dumur, Chairman11/1 Soi 13, Praprokklao Road, T.Sriphoom, A.Muang Chiang Mai 50300 Thailand","Marc Dumur, Chairman11/1 Soi 13, Praprokklao Road, T.Sriphoom, A.Muang","http://www.ferc-thailand.org http://www.thai-rural-education .org","",""," Chiang Mai"
"youth-education-e-g","Foundation For The Welfare of Needy School Children","Foundation For The Welfare of Needy School Children Under Royal Patronage of Her Majesty The Queen To provide scholarship to needy school childdren. Contact: 928 Basic Educational Commissions Building Sukumvit Rd. Prakanong, Klong Teoy, Bangkok 10110, Thailand Tel : +66 2 391-3796, +66 2 391-2324 Review : We have visited and reviewed the foundation on May 1, 2014 Please see our review at our Charity Review Menu","","http://mnk.thaiportal.net","+66 2 391-3796,"," "," "
"youth-education-e-g","FORDEC (Foundation for Rehabilitation and
    Development of Children and Family)","FORDEC (Foundation for Rehabilitation and
    Development of Children and Family) WWW.fordecthai.org Help rehabilitate children and youth who are poor, orphaned, handicapped, wandering, homeless, drug addicts, HIV/AIDS by providing them
    with opportunities for physical and intellectual growth, to uplift their living conditions
    regardless of race and religion. Contact: Telephone: 02 721 2983 Province: Bangkok Address: 1035/7-10 Srinakarin Road 35, Suanluang, Bangkok 10250 Volunteers: Yes","1035/7-10 Srinakarin Road 35, Suanluang, Bangkok 10250","http://scottmurray.info/characters-stories /just-causes/25-fordec http://www.facebook.com/pages/FORDEC -<U+0E21><U+0E39><U+0E25><U+0E19><U+0E34><U+0E18><U+0E34>-<U+0E1F><U+0E2D><U+0E23> <U+0E4C><U+0E40><U+0E14><U+0E47><U+0E01>/  142208965834736",NA,"info@fordec.th.org"," Bangkok"
"youth-education-e-g","Foundation for Rural Youth","Foundation for Rural Youth Helping underprivileged children in rural communities (Bangkok) Contact: Boonsri Boonprakob Telephone: 02 416 8073-4 Province: Bangkok Address: 59/118-120 Soi Ekkachai 89/4, Ekkachai Rd., Bang Bon, Bangkok 10150","59/118-120 Soi Ekkachai 89/4, Ekkachai Rd., Bang Bon, Bangkok 10150","http://www.fry1985.org","02 416 8073-4","fry@fry1985.org"," Bangkok"
"youth-education-e-g","Foundation for the Welfare of the Crippled","Foundation for the Welfare of the Crippled Under The Royal Patronage of H.R.H. The King's Mother The Foundation for the Welfare for The Crippled in Thailand is a non profit organisation established in
    1954.The Foundation was originally set up to support the young victims of a polio outbreak which swept Thailand
    in the early 50's. Contact: David Mills Telephone: 083 019 4772 Province: Bangkok Address: Tiwanon Road, Pakkred, Nonthaburi","Tiwanon Road, Pakkred, Nonthaburi","http://www.convoyforkids.com/Foundation.htm http://www.convoyforkids.com/","083 019 4772","davidmbkk@gmail.com"," Bangkok"
"youth-education-e-g","Friends For All Children Foundation (FFAC)","Friends For All Children Foundation (FFAC) A private, non-profit and non-sectarian organisation dedicated to the welfare of Thai children. Contact: Mrs. Saovanee Nilavongse Telephone: 02 279 1058-9 Province: Bangkok Address: FFAC Nursery, 104/8 Soi Ronnachai 2, Setsiri Road, Bangkok10400Thailand Volunteers: Yes","FFAC Nursery, 104/8 Soi Ronnachai 2, Setsiri Road, Bangkok10400Thailand","http://www.ffac-foundation.org","02 279 1058-9","info@ffac-foundation.org"," Bangkok"
"youth-education-e-g","Foundation for Slum Child Care","Foundation for Slum Child Care Under the Royal Patronage of  H.R.H. Princess Galayani Vadhana Krom Luang Naradhivas
    Rajanagarindra The foundation strives to improve child’s health and happiness through Its Daycare Centres.  The foundation provides care and education for children aged
    from four months to five years old.  Its now support nearly 2,000
    children a day. The Foundation for Slum Child Care
    100/771-775 Klong Toey Block 6
    Art Narong Road 
    Bangkok 10110
    Thailand Tel : +66 (0) 2 249 0953","","http://www.fscc.or.th /eng/children.html","+66 (0)","Info@fscc.or.th"," "
"youth-education-e-g","Fund Isaan Foundation","Fund Isaan Foundation Fund Isaan Foundation strives to elevate English capability of  Thai teacher as well as computer knowledge for Thai student living in the
    North-Eastern of Thailand.  The foundation also grants the educational scholarship to the under privileged student since 2008. Contact : Fund Isaan Foundation 144 Moo 4, Kok Yang Chum, Prasat, Surin, Thailand 32140","","http://www.fund-isaan.org"," "," "," "
"youth-education-e-g","Gift of Happiness Foundation","Gift of Happiness Foundation Providing charitable clown shows as well as clothing, medicines, medical care and education to disadvantaged children both in capital and rural area. Contact: Telephone: 02 392 1953 Province: Bangkok Address: 30, Sukhumvit Soi 18, Klong Toey,
    Bangkok 10110","30, Sukhumvit Soi 18, Klong Toey,
    Bangkok 10110","http://www.gohappiness.org/","02 392 1953","info@gohappiness.org"," Bangkok"
"youth-education-e-g","Good Shepherd Sisters Bangkok","Good Shepherd Sisters Bangkok Provides opportunities for women and young girls at risk in the community and to break out of the unending cycle of poverty. Contact: Sr Louise Horgan Telephone: 02 245 0457 Province: Bangkok Address: 4128/1 Din  Daeng Road, Bangkok10400 Volunteers: Yes","4128/1 Din  Daeng Road, Bangkok10400","http://www.goodshepherdbangkok.com/","02 245 0457","shepherd@cscoms.com"," Bangkok"
"youth-education-e-g","Green World Education Foundation","Green World Education Foundation 1. To
    promote the learning and the preparation of integrated local curriculum.
    2. To promote the learning of organic farming, indigenous medicinal agriculture as well as environmental health management in the community. 3. To promote careers and earned income opportunities for women, youth, and disadvantaged groups in the community. 4. To carry out partnerships with charitable certain organizations. Contact : Green World Education Foundation 78/172  Soi Kubon27 Yaek 29 Taraeng Bangkhen, Bangkok 10220 Thailand Telefax: +662 9450159 Mobile: +6697 9234399 E- mail:  csrisuk@greenwef.org","","http://www.greenwef.org/ Website: www.greenwef .org Facebook: www.facebook .com/greenWEF","+662 9450159 "," "," "
"youth-education-h-k","Hand To Hand Foundation","Hand To Hand Foundation Hand to Hand is a Christian organization that is based in Pattaya, who recognize that human rights apply to all age groups. We seek to
    protect those who are marginalized regardless of their race, age or religion. We achieve this by showing them the love of Jesus Christ through prayer and, on a much more practical level, by
    providing services such as helping them acquire legal documentation and offering food, clothing and education. Contact : Hand to Hand Foundation 418/39 Suksabai Villa 3 Moo 10 Nongprue Banglamung 20150 Chonburi 089-0936067 (English)
    087-0629304 (Thai)info@handtohandpattaya.com","","http://www.handtohandpattaya.com/"," "," "," "
"youth-education-h-k","Haven Foundation","Haven Foundation Hope, Aid, Vision, Education and New Life by providing assistance to the many homeless, elderly, widows, orphans, and by meeting the various practical and social needs. Contact: Jonathan Vickers Telephone: 053 212 904 Province: Chiang Mai Address: 78 Santisuk Road, Chang Puak, Chiang Mai, 50300 Volunteers: Yes","78 Santisuk Road, Chang Puak, Chiang Mai, 50300","http://www.thehavenproject.net/","053 212 904","info@thehavenproject.org"," Chiang Mai"
"youth-education-h-k","Holt Sahathai Foundation","Holt Sahathai Foundation The foundation aims to provide services and facilitate abandoned children to be adopted by temporary families who would patron those children including promote child patient development in
    hospital, support nutrition for orphan in orphanage, from these foundation’s services provision, they become various philanthropic projects operated by the activities. Contact : 850/33 Soi Predeephanomyong 36 Sukhumvit 71, North Klongton, Wattana Bangkok, Thailand 10110 Tel :  : 02-3818834-6","","http://www.sahathai.org/","02-3818834-6"," "," "
"youth-education-h-k","<U+0E47><U+0E47>HOPE worldwide Thailand","<U+0E47><U+0E47>HOPE worldwide Thailand A registered not-for-profit organization in Thailand with its aims to Helping Other Peple Everywhere focusing on support quality of life on health and hygiene as well as
    education. The foundation has established in Thailand since 1992 by collaboration with Department of Public Welfare to operate various projects for orphans in the government orphanages on sending its
    volunteers to support and assist those orphans on emotion and feeling with their friendships. Contact : HOPE worldwide Thailand 74/49 Soi Vibhavadi-Rangsit 16/10 Jompol, Jatujak, Bangkok, Thailand 10900 Tel : +662 2754292","","http://www.hopewwthailand.org/","  +662 2754292"," "," "
"youth-education-h-k","The Human Development Foundation","The Human Development Foundation Led by Father Joseph Maier, Mercy centre, is a shelter for street kids, five orphanages, a hospice, a home for mothers and children with HIV/AIDS, a 400-pupil kindergarten, a community meeting
    place, and a serene haven in the slums with small gardens and playgrounds Contact: Father Joseph Maier Telephone: 02 671-5313 Province: Bangkok Address: 100 / 11 Kae-ha Klong Toey 4, Klong
    Toey, Bangkok 10110, Thailand Volunteers: Yes Review:","100 / 11 Kae-ha Klong Toey 4, Klong
    Toey, Bangkok 10110, Thailand","http://www.mercycentre.org","02 671-5313","info@mercycentre.org"," Bangkok"
"youth-education-h-k","HUMAN HELP NETWORK Foundation Thailand","HUMAN HELP NETWORK Foundation Thailand The Human Help Network Foundation Thailand (HHNFT) focuses on providing homes, education and a brighter future for the orphaned,
    disabled and street children of Thailand.  Its was registered as an NGO under Thai Law to support children and adolescents in need and fight child trafficking in Thailand and South East
    Asia. HUMAN HELP NETWORK Foundation
    Thailand384 Moo 6 Sukhumvit HighwayKm.144 Naklue BanglamungChonburi 20150, ThailandMail: info@hhnthailand.orgTel: +6638 488956Fax: +6638 488957","","http://www.hhnthailand.org/","+6638 488956"," "," "
"youth-education-h-k","ICare Foundation","ICare Foundation ICare Foundation is a charitable organization which aims to social sustainable and valuable development through various development projects empowering children and youth including less fortunate
    people in society. Its projects include education development program, disaster rehabilitation program, patient visit, music therapy program for disabled as well as orphanage support program. Contact : Icare Thailand Foundation 10/F Lake Rachada Office Complex Bangkok 10110, Thailand Tel        : +66 2 661 9250 Fax       : +66 2 977 0274","","www.icarethailand.com","+66 2 661 9250","contact@icarethailand.com"," "
"youth-education-h-k","International Support Group Foundation (ISGF)","International Support Group Foundation (ISGF) International Support Group Foundation has registered as a Thai charity in 2003 with commitment to help alleviate the plight of the socially disadvantaged people of Thailand. Contact : International Support Group Foundation P.O.Box 55, Santisuk Post office Bangkok, Thailand 10113","","http://www.isgfthailand.org/"," ","isgf_education@yahoo.com"," "
"youth-education-h-k","Im Jai House","Im Jai House Imjai House - caring for children abandoned by AIDS (Chiang Mai) Contact: Telephone: 053 482 127-9 Province: Chiang Mai Address: 285 Moo 2, T. Som Puk Whan, A.Hangdong, Chiangmai 50230","285 Moo 2, T. Som Puk Whan, A.Hangdong, Chiangmai 50230","http://www.imjaihouse.com","053 482 127-9","imjaihouse@yahoo.com"," Chiang Mai"
"youth-education-h-k","Internet for Schools and Community Foundation","Internet for Schools and Community Foundation Helping underprivileged children in Chonburi and Rayong Contact: Rattana Kangnark Telephone: 02-668-9946 or 02-243-8988 Province: Bangkok Address: 538/1, Samsen Road, Dusit, Bangkok 10300","538/1, Samsen Road, Dusit, Bangkok 10300","http://new.goosiam.com/virtue/html /0000084.html","02-668-9946 ",""," Bangkok"
"youth-education-h-k","Jester Care for Kids","Jester Care for Kids Helping underprivileged children in Chonburi and Rayong Contact: Telephone: 038-361 720 Province: Chonburi Address: 3/199 M.6 Soi Chalermprakiet 3, Pattaya 3rd Road, Naklua, Banglamung, Chonburi 20150, Thailand Volunteers: Yes Review:","3/199 M.6 Soi Chalermprakiet 3, Pattaya 3rd Road, Naklua, Banglamung, Chonburi 20150, Thailand","http://www.care4kids.info","038-361 720","contact@care4kids.info"," Chonburi"
"youth-education-h-k","Kharma Foundation","Kharma Foundation Mr. Martin Haasbroek : Founder The Kharma Foundation has been established by Mr. Martin Haasbroek in 2007 as a charitable entity which is sponsored by
    donations and has had its first Charity sales event in 2013; artwork and picture art. Its aim is to turn the complete gained means; both money and goods, to underprivileged and poor children
    in Thailand. An idea to create more revenue to benefit the children we want to help, in the future we want
    to create brands for the charitable entity’s product range and sell them on the open market such as our website, commercial websites, on the phone and via stores. The product brand will mainly
    focus on clothing. The Kharma Foundation’s goal is to distribute the profits earned via the company to projects to support the education, nourishment and mental health to children in need. Contact :  Mr. Martin Haasbroek (English)         Ms. Nion Sunpawishu
    (Thai) +66 811 33 1870      
                           +66 899 27 8246","","http://kharmafoundation.com/",NA,"martin@kharmafoundation.com nion@kharmafoundation.com"," "
