UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
S81SS0002C,Registered,18/12/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTdmZTJkZjMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Gospel Church,69 TANJONG RHU ROAD   Singapore 436902,Religious
198702670M,Registered,12/01/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGRmZGVjZTctNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE GOSPEL HALLS (HOKKIEN SPEAKING ASSEMBLY) LTD.,601 ANG MO KIO AVENUE 4   Singapore 569898,Religious
S97CC1236B,Registered,28/01/1997,Not applicable,Not applicable,http://www.gujarati.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzkyY2IyMjUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE GUJARATI HINDU ENDOWMENT TRUST,13 CUFF ROAD   Singapore 209724,Religious
199805072E,Registered,25/08/1999,Not applicable,Not applicable,http://www.sgsl.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2VlOTExMTMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE GUJARATI SCHOOL LIMITED,24 RAFFLES PLACE #18-00 CLIFFORD CENTRE Singapore 048621,Education
T03SS0136E,Registered,10/12/2010,Live,From 26/10/2016 To 25/10/2019,http://www.singaporegymnastics.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzBiM2VjZTgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE GYMNASTICS,3 STADIUM DRIVE #01-33  Singapore 397630,Sports
S70SS0007H,Registered,10/04/1984,Live,From 29/06/2016 To 28/06/2019,http://www.myheart.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGFjYTZlZTAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Heart Foundation,9 BISHAN PLACE #07-01 JUNCTION 8 (OFFICE TOWER) Singapore 579837,Health
S87SS0042J,Registered,24/11/1993,Live,From 14/01/2017 To 13/07/2018,www.singaporeheritage.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTllZmI4OWQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE HERITAGE SOCIETY,50 EAST COAST ROAD #02-73 ROXY SQUARE Singapore 428769,Arts and Heritage
S54SS0008G,Registered,19/02/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZWVlMmFhNTktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Singapore Hindu Sabai, The",89 Short Street #04-19 Goldenwall Centre Singapore 188216,Religious
S92SS0120J,Registered,10/12/2010,Not applicable,Not applicable,http://www.singaporehockey.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWE3MWIyOTctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Hockey Federation,57 ANCHORVALE ROAD #02-08  Singapore 544964,Sports
S95SS0013E,Registered,03/08/1996,Live,From 01/10/2017 To 30/09/2019,http://www.singaporehospice.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTdhZjRkYzEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE HOSPICE COUNCIL,1 LORONG 2 TOA PAYOH #07-00 YELLOW PAGES BUILDING Singapore 319637,Health
T02SS0138C,Registered,09/01/2012,Live,From 14/08/2017 To 13/08/2019,http://www.siha.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTAwZGY2ZDktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE ICE HOCKEY ASSOCIATION,539 CHANGI ROAD #05-25  Singapore 419927,Sports
S98SS0168E,Registered,31/12/2010,Live,From 01/01/2018 To 31/12/2020,http://www.sisa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjliYjQxMWItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Ice Skating Association,6 TEMASEK BOULEVARD #09-05 SUNTEC TOWER FOUR Singapore 038986,Sports
S92CC0872A,Registered,14/02/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTg3MWIyOTctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE INDIAN ASSOCIATION WELFARE FUND,69 BALESTIER ROAD   Singapore 329677,Social and Welfare
S90SS0098L,Registered,07/10/1992,Live,From 16/12/2016 To 15/12/2021,http://www.sinda.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmVkZWMxM2MtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Indian Development Association (SINDA),1 Beatty Road   Singapore 209943,Others
S67SS0016E,Registered,07/08/1986,Not applicable,Not applicable,http://www.siet-trust.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzFiNWU5NWYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Indian Education Trust,1 Beatty Road #04-402 SINDA Singapore 209943,Education
S62SS0048J,Registered,23/02/2006,Not applicable,Not applicable,http://www.sifas.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWY2MzJkODktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Singapore Indian Fine Arts Society, The",2 STARLIGHT ROAD   Singapore 217755,Arts and Heritage
S89CC0685L,Registered,27/09/1989,Not applicable,Not applicable,http://www.sibiol.org.sg/rtf/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2YzYWVlY2QtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE INSTITUTE OF BIOLOGY RESEARCH TRUST FUND,1 LIANG SEAH STREET  LIANG SEAH PLACE Singapore 189022,Others
S62SS0073L,Registered,30/07/1990,Not applicable,Not applicable,http://www.siiaonline.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjY0M2UyMGItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS,"60A ORCHARD ROAD #04-03 ATRIUM @ ORCHARD, TOWER 1 Singapore 238890",Others
T03CC1685G,Registered,21/04/2003,Live,From 01/09/2016 To 31/08/2019,http://www.siiaonline.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yjc1NGNlMDAtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,"60A Orchard Road, Tower 1 #04-03 The Atrium @Orchard Singapore 238890",Others
S64SS0050A,Registered,15/05/1985,Not applicable,Not applicable,http://www.sim.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjI4OTQxZDAtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Institute of Management,461 CLEMENTI ROAD   Singapore 599491,Education
200917667D,Registered,16/09/2009,Live,From 01/02/2018 To 31/01/2021,http://www.SingaporeTech.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2YyOGYwODItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE INSTITUTE OF TECHNOLOGY,10 DOVER DRIVE   Singapore 138683,Education
199404067R,Registered,01/07/1997,Live,From 01/10/2017 To 30/09/2018,http://sgiff.com/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTQzYWNkY2UtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE INTERNATIONAL FILM FESTIVAL LTD,15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,Arts and Heritage
199103796W,Registered,28/11/2008,Live,From 01/12/2016 To 30/11/2019,http://www.sif.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmNhZjNjYzgtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE INTERNATIONAL FOUNDATION,60A ORCHARD ROAD #04-01 THE ATRIUM @ ORCHARD Singapore 238890,Others
S72SS0036D,Registered,31/05/1993,Not applicable,Not applicable,http://www.sjrs.org.sg/home.html,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzA3NWM1MTgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Jain Religious Society,18 Jalan Yasin   Singapore 417991,Religious
S81SS0006J,Registered,12/07/1986,Not applicable,Not applicable,http://www.sjcf.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmU3NTE3YWUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Singapore Japanese Christian Fellowship, The",0 Minden Road  c/o St. George's Church Singapore 248816,Religious
S86CC0396B,Registered,26/11/1986,Not applicable,Not applicable,http://www.singaporejews.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2MwOTBkYzEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE JEWISH CHARITIES TRUST FUND,24/ 26 WATERLOO STREET   Singapore 187950,Religious
S65SS0037A,Registered,12/01/2011,Live,From 11/04/2016 To 10/04/2018,http://www.sjf.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjcwNWJjZWMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE JUDO FEDERATION,1 GUILLEMARD CRESCENT   Singapore 399913,Sports
S71SS0055B,Registered,14/08/2012,Not applicable,Not applicable,http://www.singaporekarate.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2NhZjIzYTUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE KARATE-DO FEDERATION,262 BISHAN STREET 22 #B1-287  Singapore 570262,Sports
S97SS0063G,Registered,31/08/2002,Live,From 01/07/2017 To 30/06/2019,http://www.kindness.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmU2ZjhiYjQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Kindness Movement,61 STAMFORD ROAD #04-12 STAMFORD COURT Singapore 178892,Others
199301198G,Registered,06/03/1995,Not applicable,Not applicable,www.skis.kr,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODhjYjM5MWItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE KOREAN INTERNATIONAL SCHOOL LTD.,71 BUKIT TINGGI ROAD  SINGAPORE KOREAN INT'L SCHOOL Singapore 289759,Education
S61SS0121B,Registered,24/09/1985,Live,From 01/12/2016 To 30/11/2018,http://www.silra.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTNmZjdjOTUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Leprosy Relief Association,80 BUANGKOK VIEW   Singapore 534191,Health
S61SS0180C,Registered,26/10/1984,Not applicable,Not applicable,http://www.lifechurch.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmIyMWJkNTktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Life Church,144 PRINSEP STREET  LIFE CHURCH Singapore 188657,Religious
S67SS0031B,Registered,07/09/1983,Live,From 23/01/2014 To 22/01/2018,http://www.slss.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTYyNDQ3ZjktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Singapore Life Saving Society, The",21 Geylang Bahru Lane  c/o Kallang Basin Swimming Complex Singapore 339627,Sports
T03CC1733C,Registered,21/10/2003,Live,From 01/10/2016 To 30/09/2018,http://www.lsesingapore.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTI1OTM5NGItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"SINGAPORE LSE TRUST, THE",6 BATTERY ROAD #41-00 C/O TSMP LAW CORPORATION Singapore 049909,Education
200000267Z,Registered,12/12/2000,Live,From 01/01/2016 To 31/12/2018,http://www.smu.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTIzYWQ4ZTEtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE MANAGEMENT UNIVERSITY,81 VICTORIA STREET   Singapore 188065,Education
200400944W,Registered,01/02/2005,Not applicable,Not applicable,http://www.sgmf.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjgwOGZkYmEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE MARITIME FOUNDATION,120 CANTONMENT ROAD #02-01 MARITIME HOUSE Singapore 089760,Others
T00CC1483G,Registered,29/12/2000,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDI0MThkMjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE MEE TOH CHARITABLE TRUST,149 TELOK AYER STREET   Singapore 068607,Religious
S99CC1373B,Registered,28/06/1999,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2Q1NGNlMDAtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE MILLENNIAL TRUST,11 Penang Lane   Singapore 238485,Others
200102355R,Registered,18/06/2001,Live,From 02/05/2015 To 01/05/2018,http://www.singaporemillenniumfoundation.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmNlYTMxMWYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE MILLENNIUM FOUNDATION LIMITED,"60B ORCHARD ROAD #06-18 ATRIUM @ ORCHARD, THE Singapore 238891",Others
T09SS0030B,Registered,10/12/2010,Live,From 14/08/2017 To 13/08/2018,http://www.singaporepentathlon.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmE4NmY1ZWMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE MODERN PENTATHLON ASSOCIATION,518 CLEMENTI AVENUE 3  CLEMENTI SPORTS HALL Singapore 129907,Sports
S69SS0025B,Registered,19/01/2011,Live,From 16/12/2016 To 15/12/2018,http://www.smsa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjNiYjQxMWItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE MOTOR SPORTS ASSOCIATION,20 MAXWELL ROAD #05-15 MAXWELL HOUSE Singapore 069113,Sports
S93SS0038G,Registered,31/12/2010,Not applicable,Not applicable,http://www.smf.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWQ3MWIyOTctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Mountaineering Federation,15 Stadium Road  National Stadium c/o Singapore Sports Council Singapore 397718,Sports
S76SS0028L,Registered,30/05/1986,Not applicable,Not applicable,http://www.science.edu.sg/ssc,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2Q4YzY4Y2QtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore National Academy Of Science,15 Science Centre Road  Singapore Science Centre Singapore 609081,Others
200812207D,Registered,11/06/2009,Live,From 06/06/2015 To 05/06/2018,http://www.snpc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjE0MjVhMDItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,3 STADIUM DRIVE #01-34  Singapore 397630,Sports
S96SS0196G,Registered,23/11/1998,Live,From 20/11/2017 To 19/11/2019,http://www.snsa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjVlNTE0YjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore National Stroke Association,5 STADIUM WALK #04-02A LEISURE PARK KALLANG Singapore 397693,Health
S60SS0018F,Registered,02/10/1986,Not applicable,Not applicable,http://www.ncf.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjFjNjRlNDAtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Nurses' Christian Fellowship,104 Thomson Ridge   Singapore 307592,Religious
201003786C,Registered,12/03/2010,Live,From 12/03/2016 To 11/03/2019,http://www.sof.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Nzg5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE OLYMPIC FOUNDATION,3 STADIUM DRIVE #01-02  Singapore 397630,Sports
S61SS0129C,Registered,15/12/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTc3ZWJjMzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE PAEDIATRIC SOCIETY,2 College Road  Alumni Medical Centre Singapore 169850,Health
199502248C,Registered,25/01/1996,Live,From 14/07/2015 To 13/07/2018,http://www.spm.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjY4ZWIwYjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE PHILATELIC MUSEUM,23-B COLEMAN STREET   Singapore 179807,Arts and Heritage
S63SS0018K,Registered,06/10/1983,Live,From 24/07/2017 To 23/04/2018,http://www.spfa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzhmMzkxMzgtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Planned Families Association,3A Holland Close #01-55  Singapore 272003,Social and Welfare
200300910M,Registered,15/04/2003,Live,From 01/11/2016 To 31/10/2019,http://www.sphfoundation.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDUzYTJkNmEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE PRESS HOLDINGS FOUNDATION LIMITED,1000 TOA PAYOH NORTH  NEWS CENTRE Singapore 318994,Others
S98CC1315C,Registered,26/06/1998,Not applicable,Not applicable,www.srs.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWVhZWJjZTYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE RADIOLOGICAL SOCIETY TRUST FUND,1 SCOTTS ROAD #24-10 SHAW CENTRE Singapore 228208,Health
S86CC0370E,Registered,03/09/1986,Live,From 01/01/2018 To 31/12/2020,www.redcross.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGY0Y2FmZDMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE RED CROSS SOCIETY,15 PENANG LANE   Singapore 238486,Others
S61SS0116K,Registered,03/03/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmU5ZjY1MjUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Singapore Regional Centre of the World Fellowship of Buddhists, The",87 Geylang East Ave 2   Singapore 389753,Religious
199301614N,Registered,03/10/2001,Live,From 01/10/2015 To 30/09/2018,www.srt.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWI3MjNjZDUtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE REPERTORY THEATRE LTD,20 MERBAU ROAD   Singapore 239035,Arts and Heritage
T09SS0253D,Registered,21/01/2010,Live,From 21/01/2018 To 20/07/2020,http://www.srsc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmNjOTliNzYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE ROAD SAFETY COUNCIL,10 UBI AVE 3  TRAFFIC POLICE HEADQUARTERS Singapore 408865,Others
S83SS0011L,Registered,19/01/2011,Not applicable,Not applicable,http://www.rowing.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjhiMDI0YzQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE ROWING ASSOCIATION,249 JALAN BUROH  SINGAPORE ROWING CENTRE Singapore 609832,Sports
S66SS0003G,Registered,30/11/2010,Live,From 28/08/2016 To 27/08/2018,http://www.singaporerubgy.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWMxZmZjNDQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE RUGBY UNION,900 TIONG BAHRU ROAD  DELTA SWIMMING COMPLEX Singapore 158790,Sports
S66SS0013A,Registered,31/08/2009,Live,From 18/04/2017 To 17/04/2020,http://www.sailing.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzRmZGE1MjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Sailing Federation,1500 East Coast Parkway  National Sailing Centre Singapore 468963,Sports
S85CC0196D,Registered,29/06/1985,Live,From 01/09/2016 To 31/08/2019,http://www.scout.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzJjZWM0YTctNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"SINGAPORE SCOUT ASSOCIATION, THE",1 BISHAN STREET 12   Singapore 579808,Education
200719102E,Registered,07/01/2008,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Mzg2YWViYmQtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SENIOR CITIZEN CALLIGRAPHY UNIVERSITY CENTRE LIMITED,48 WATERLOO STREET   Singapore 187952,Arts and Heritage
S60SS0012H,Registered,11/11/2011,Live,From 07/03/2017 To 06/03/2019,http://www.perses.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTY4Y2EzMGUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),7 BEDOK NORTH STREET 2   Singapore 469646,Sports
S65SS0039D,Registered,03/05/2011,Live,From 27/12/2017 To 26/12/2018,http://www.singaporeshooting.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjMwMjk1YWEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Singapore Shooting Association, The",990 OLD CHOA CHU KANG ROAD   Singapore 699814,Sports
S90SS0119B,Registered,18/03/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjdlNTFjY2EtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SIKH EDUCATION FOUNDATION,2 Towner Road   Singapore 327804,Education
S76SS0039A,Registered,01/04/2011,Live,From 05/07/2017 To 04/07/2020,http://www.persisi.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODBjYjkzNmMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),7 Bedok North Street 2 #01-01 #02-01 Singapore 469646,Sports
S62SS0025L,Registered,30/10/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWMxODYxOGYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Sinhala Buddhist Association,30-C St Michael's Road   Singapore 328002,Religious
T12SS0048J,Registered,07/03/2017,Not applicable,Not applicable,www.sssa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODI5YjQwY2EtZDhlMy1lNjExLTllMzktMDA1MDU2OTYyODYw,Singapore,Singapore Ski & Snowboard Association,250 NORTH BRIDGE ROAD #24-00 RAFFLES CITY TOWER Singapore 179101,Sports
