name,cause_area,country,city
Police Watch and Human Rights Committee,Education, Malaysia,Kuala Lumpur
Poverty Reduction and Development Association (PoR-DeA),Education, Lao People's Democratic Republic,Sisattanak distr.
Quezon City Center for Women in Development (QCCWD),Education, Philippines,Quezon City
Regional Development Action Association ,Education, Cambodia,Siem Reap
Research Center for Aceh Development Studies,Education, Indonesia,Lhokseumawe
Research Center for Aceh Development Studies (ReCADev),Education, Indonesia,Lhokseumawe
Rotary Club of Johor Centennial,Education, Malaysia,Johor Bahru
Rumah Zakat Indonesia Foundation,Education, Indonesia,Bandung
Saceda Youth Lead,Education, Philippines,Dumaguete
Saceda Youth Lead Consulting,Education, Philippines,Dumaguete
Sama Samang Komunidad ng Pandacan at Paco,Education, Philippines,Manila
Sao Sary Foundation,Education, Cambodia,Chbar Morn
"Science Associates for Development Programme ""SADP""",Education, Lao People's Democratic Republic,Vientiane
Science Associates for Development Programme (SADP),Education, Lao People's Democratic Republic,"Chanthabouri dist., "
Seri Sinar Foundation(Pertubuhan Amal Seri Sinar),Education, Malaysia,Hulu Langat
"Share A Child Movement, Inc.",Education, Philippines,Cebu City
SILAKA,Education, Cambodia,Phnom Penh
Socio-economic Engineering & Environmental Development Technology (SEEDTech) Foundation Inc,Education, Philippines,Cotabato City
Special school,Education, Singapore,Singapore
Spiritan Catholic Center Foundation,Education, Philippines,Cebu City
STAR Kampuchea,Education, Cambodia,Phnom Penh
"Suluk International Advocacy Foundation,Inc",Education, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Education, Philippines,Surigao City
Thai Mueang Volunteers,Education, Thailand,Thai Mueang
The Committee for Development and Friendship of Rural Youth (CDFRY),Education, Cambodia,Phnom Penh
The Consortium for Community Development and Social Justice Inc.,Education, Philippines,Quezon City
"The Last Oriole Scholarship Foundation, Incorporated",Education, Philippines,"San Jose,  Baggao"
The National English Teaching Resource Center of Cambodia (NETREC),Education, Cambodia,Phnom Penh
The People Improvement Organization (PIO),Education, Cambodia,Phnom Penh
The Supreme Council for the Confucian Religion of Indonesia,Education, Indonesia,Jakarta
ThinkActPeace Foundation - Philippines,Education, Philippines,Las Pinas City
Tribal Media Group,Education, Myanmar,"Tedim PO., "
Unang Lingap Kapwa Philippines,Education, Philippines,Quezon City
Vietnam Association for Promoting and Supporting Education Development (VIPASED),Education, Vietnam,Hanoi
Viveka Welfare and Educational Illam Malaysia,Education, Malaysia,Selangor
Wafaa International for Capacity Building,Education, Indonesia,Jakarta Selatan
Wathnakpheap (WP),Education, Cambodia,Phnom Penh
Women Initiative and Children Education Foundation,Education, Indonesia,Sigli
"Women's Federation for World Peace, Myanmar",Education, Myanmar,Yangon
World Vision Development Foundation,Education, Philippines,Quezon City
World Youth Foundation (WYF),Education, Malaysia,Lebuh Ayer Keroh
Xavier University Governance and Leadership Institute,Education, Philippines,Cagayan de Oro City
Ya Suka Sumba,Education, Indonesia,Waitabula
Yayasan ANAK,Education, Indonesia,Peliatan
Yayasan Bina Dharma,Education, Indonesia,Kabupaten Soppeng
Yayasan Mendaki,Education, Singapore,Singapore
Yayasan Pondok Pesantren Qamarul Huda,Education, Indonesia,Mataram
Yayasan Pusaka Indonesia,Education, Indonesia,Medan
Yayasan Rama Sesana,Education, Indonesia,Denpasar
Yayasan Talkis,Education, Indonesia,Kota Tangerang
Youth Volunteer For Action on Development ,Education, Lao People's Democratic Republic,Vientiane
ACT Foundation (Aksi Cepat Tanggap),Development, Indonesia,"Ciputat,  Jakarta"
"Action on Disability and Development, Cambodia (ADD) ",Development, Cambodia,Phnom Penh
Action Relief,Development, Indonesia,Sigli
Agency for Basic Community Development,Development, Myanmar,Sanchaung Township
Albert Schweitzer Familienwerk Foundation Philippines,Development, Philippines,n/a
"Alliance of Philippine Partners in Enterprise Development, Inc. (APPEND) ",Development, Philippines,Pasig City
ALTRUIS Indonesia,Development, Indonesia,Sukabumi
"American Chamber Foundation Philippines, Inc. ",Development, Philippines,Palanan
"American Women's Club of the Philippines, Inc. ",Development, Philippines,Makati City
"Amigonian Youth Center Foundation, Inc. ",Development, Philippines,Cavite
"AMY Foundation, Inc. ",Development, Philippines,Grace Park
"Antipolo Seminary Foundation, Inc. ",Development, Philippines,Paraaque City
Asia Society for Social Improvement and Sustainable Transformation,Development, Philippines,Makati City
"Asia Society Philippine Foundation, Inc. ",Development, Philippines,Makati City
Asia-Pacific Regional Workshop on Agricultural Research for Development ,Development, Thailand,Bangkok
Asian Resource Foundation,Development, Thailand,Bangkok
"Asociacion de Alumnas de Poveda Foundation, Inc. ",Development,Philippines,
Association for Children's Community & Development,Development, Philippines,"Cebu City,  Philippines"
Association of Development Financing Institutions in Asia and the Pacific (ADFIAP),Development, Philippines,Makati City
"Association of Foundations, Philippines",Development, Philippines,"Quezon City,  Manila"
Association of the Blind in Cambodia,Development, Cambodia,Phom Penh
"Ayala Foundation, Inc., Philippines",Development, Philippines,Makati City
"Blessed Association of Retired Persons Foundation, Inc. (BARP)",Development, Philippines,Baguio City
Brotherhood of Destiny Inc. (BROOD),Development, Philippines,Baliuag
Cambodia Development Organization for Children (CAMDOC),Development, Cambodia,Siem Reap
Cambodia Living Arts,Development, Cambodia,Phnom Penh
Cambodian Human Rights Task Force (CHRTF),Development, Cambodia,Phnom Penh
Cambodian Institute for Development and Human Rights (CIDH),Development, Cambodia,Phnom Penh
Cambodian NGOs Alliance for Cooperation (CNAC),Development, Cambodia,Dangkor
Cambodian Volunteers for Community Development,Development, Cambodia,Phnom Penh
Cambodian-American Organization For Human Resources Training and Development (CAO),Development, Cambodia,Phnom Penh
"CARE, Inc. (Christian Action for Relief & Empowerment)",Development, Philippines,Las Pinas City
CARE-Venture International,Development, Singapore,Singapore
Center for Asia Pacific Women in Politics (CAPWIP),Development, Philippines,Paranaque City
Center for Media and Cross Cultural Studies,Development, Indonesia,Lhokseumawe
Center for Peace Education,Development, Philippines,Quezon City
Center for Public Health and Community Development (CEPHAD),Development, Vietnam,Hanoi
Center for Social Development (CSD),Development, Cambodia,Phnom Penh
"Centre for Advancement of Business, Innovation and Social Entrepreneurship (CASE)",Development, Malaysia, Petaling Jaya
Centre for Regional Information and Studies (PATTIRO),Development, Indonesia,Jakarta Selatan
CIVIC Bangalore,Development, Indonesia,Bangalore -560052
"Clean & Green Foundation, Inc.",Development, Philippines,Manila
Consortium for Civil Society Development,Development, Indonesia,Padang
Cooperation and Development Group (CDG),Development, Vietnam,Hanoi
"Cooperative Union of Baguio City, Inc. (CUBC)",Development, Philippines,Baguio City
Cornerstone Reaching Out to Souls for the Saviour (CROSS),Development, Philippines,"Project 3,  Quezon City"
Council for the Restoration of Filipino Values (CRFV),Development, Philippines,Baguio City
Council for the Restoration of Filipino Values (CRFV),Development, Philippines,Baguio City
CVISNET Foundation Inc.,Development, Philippines,Cebu City
Dara Community for Development in Cambodia (DCDC-Cambodia),Development, Cambodia,Phnom PenhCity
Democratic Socialist Women of the Philippines (DSWP-Philippines),Development, Philippines,Quezon City
Drug Free Youth Association,Development, Malaysia,Puchong
ECOLINK Philippines,Development, Philippines,Oroquieta City
Educational Welfare and Research Foundation,Development, Malaysia,Kuala Lumpur
ERA Consumer Malaysia,Development, Malaysia,Petaling Jaya
Federation of Indian NGOs Malaysia,Development, Malaysia,PETALING JAYA
Foundation for Older Persons' Development (FOPDEV),Development, Thailand,Chiang Mai Universiry
Friends of Overseas Filipinos Incorporated (FOFI),Development, Philippines,Pasig City
Global CEO Alliance Foundation Inc.,Development, Philippines,Makati
GlobalRankers,Development, Singapore,Singapore
"Glorious Harvest Community Foundation, Inc.",Development, Philippines,Cebu City
"GMA Kapuso Foundation, Inc.",Development, Philippines,Quezon City
Green Life Association,Development, Lao People's Democratic Republic," Pakse,  Champasak"
"Green Valley College Foundation,Inc.",Development, Philippines,Koronadal
Greenway,Development, Thailand,Krong Hoykrong
"Harvest Christian School International of Cebu, Inc.",Development, Philippines,Cebu
He Cares Foundation,Development, Philippines,Quezon City
High Desert International Foundation,Development, Indonesia,Jakarta
Impact Philippines,Development, Philippines,Quezon City
Institute for Policy and Community Devlopment Studies (IPCOS),Development, Indonesia,Jakarta Selatan
Institute for Research and Empowering Society (INRES),Development, Indonesia,Surakarta
Institution for Development of Rural and Indigenous People (IDRAP),Development, Indonesia,Kendari
Integrated Qur-an Research Assembly of the Philippines,Development, Philippines,Masiu
"Inter Religious Council, Malaysia",Development, Malaysia,Kuala Lumpur
Interfaith Communication Forum (ICF/FORKASI),Development, Indonesia,KAbupaten Gorontalo
International Association for Transformation-Philippines,Development, Philippines,Tabuk
International Police Commission Philippine Command Association,Development, Philippines,Taguig City
International Rice Research Institute,Development, Philippines,Metro Manila
International tribal alliance for community development and environmental restoration,Development, Philippines,Quezon
"Kaabag sa Sugbo Foundation, Inc.",Development, Philippines,Cebu
Kababaihan Gabay ng Bayan  (KAGABAY),Development, Philippines,Makati City
Kalinga Filipino,Development, Philippines,Quezon City
Kampong Thom Farmers Association  (KTFA),Development, Cambodia,Phnom Penh
Khemara,Development, Cambodia,Phnom Penh
Khmer Association for Development (KAD),Development, Cambodia,Kien Svay
Khmer HIV/AIDS NGO Alliance (KHANA),Development, Cambodia,Phnom Penh
KidsGrowHappy (Phils) Foundation,Development, Philippines,Daet
Komando Barisan Rakyat/ KOBRA,Development, Indonesia,Karawang
Lakas ng Ekonomiya ng Alyansng Pilipino,Development, Philippines,Mangatarem
LEMBAGA ASISTENSI PEMERINTAH DAERAH,Development, Indonesia,GIANYAR
Lembaga Bina Potensi Masyarakat (LBPM) ,Development, Indonesia,Manado
Lembaga Kajian dan Advokasi Pesantren (LKAP),Development, Indonesia,Pondokgede
Lembaga Pemantau Pembangunan Daerah,Development, Indonesia,Medan
Lembaga Penelitian dan Pengembangan Sumberdaya dan Lingkungan Hidup (LPPSLH),Development, Indonesia,Purwokerto
Life Development Center,Development, Thailand,Chiang Mai
Lingkar Association,Development, Indonesia,Sleman
LKTS - Lembaga Kajin untuk Transformasi Sosial,Development, Indonesia,Boyolali
LSM Kelompok Diskusi Anti 86 (KODAT 86),Development, Indonesia,Batam
LSM Metroxylon Maluku,Development, Indonesia,Ambon
"Magna Kultura Foundation, Inc.",Development, Philippines,San Juan City
MAHITA,Development, Malaysia,Hyderabad
Maragusan Waterworks and Sanitation Multi-Purpose Cooperative (MAWASCO),Development, Philippines,Tagum City
Marinduque Council for Environmental Concerns (MACEC),Development, Philippines,"Cathedral Compound,  Boac"
Masarek Simeulue Institute,Development, Indonesia,Sinabang
Merah-Putih Foundation ,Development, Indonesia,Palu
Mercy Mission,Development, Malaysia,Kuala Lumpur
"Mindanao Integrated Resource Development, Inc. (MIRD)",Development, Philippines,Zamboanga City
Mizpah Community Academy Foundation,Development, Philippines,Bacor
Mudita Dhamma Foundation,Development, Thailand,Bangkok
National Council for Social Development Foundation,Development, Philippines,Manila
National Youth Parliament Alumni Association,Development, Philippines,Quezon
Natural Health Foundation of the Philippines Inc,Development, Philippines,Manila
Natural Health Foundation of the Philippines Inc,Development, Philippines,Manila
"Negros Women For Tomorrow Foundation, Inc. (NWTF) ",Development, Philippines,Bacolod City
"Norwegian People's Aid, Cambodia",Development, Cambodia,Phnom Penh
OrphanIT,Development, Philippines,Manila
Our Friends Organization ,Development, Cambodia,Phnom Penh
People's Agricultural Plan for the 21st Century Inc. (PAP 21),Development, Philippines,Bacolod City
Perisai Nusantara,Development, Indonesia,Medan
Perkumpulan untuk Kajian dan Pengembangan Ekonomi Kerakyatan - PKPEK,Development, Indonesia,Yogyakarta
Pertubuhan Kebajikan Mesra Rawang Selangor,Development, Malaysia,Rawang
PHILCORPS Organization,Development, Philippines,Quezon
Philippine Business for Social Progress,Development, Philippines,Manila
"Philippine NGO Support Program, Inc. (PHANSuP)",Development, Philippines,Quezon City
Philippine Peace and Solidarity Council,Development, Philippines,"Novaliches,  Quezon city"
PHILSOCORDS,Development, Philippines,Zamboanga
PhnomSrey Association for Development,Development, Cambodia,KampongCham
PKBM WIDYATAMA,Development, Indonesia,Banyuwangi
PKPU,Development, Indonesia,Jakarta Timur
PNAN,Development, Singapore,Singapore
Poverty Reduction and Development Association (PoR-DeA),Development, Lao People's Democratic Republic,Sisattanak distr.
Regional Development Action Association ,Development, Cambodia,Siem Reap
Research Center for Aceh Development Studies,Development, Indonesia,Lhokseumawe
Research Center for Aceh Development Studies (ReCADev),Development, Indonesia,Lhokseumawe
Rotary Club of Johor Centennial,Development, Malaysia,Johor Bahru
Rumah Zakat Indonesia Foundation,Development, Indonesia,Bandung
Saceda Youth Lead Consulting,Development, Philippines,Dumaguete
Sama Samang Komunidad ng Pandacan at Paco,Development, Philippines,Manila
Sao Sary Foundation,Development, Cambodia,Chbar Morn
"Science Associates for Development Programme ""SADP""",Development, Lao People's Democratic Republic,Vientiane
Science Associates for Development Programme (SADP),Development, Lao People's Democratic Republic,"Chanthabouri dist., "
SILAKA,Development, Cambodia,Phnom Penh
Socio-Economic Development Organization of Cambodia (SEDOC),Development, Cambodia,Phnom Penh
Socio-economic Engineering & Environmental Development Technology (SEEDTech) Foundation Inc,Development, Philippines,Cotabato City
South East Asia Rural Social Leadership Institute (SEARSOLIN),Development, Philippines,Cagayan de Oro City
Special school,Development, Singapore,Singapore
"Suluk International Advocacy Foundation,Inc",Development, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Development, Philippines,Surigao City
The Committee for Development and Friendship of Rural Youth (CDFRY),Development, Cambodia,Phnom Penh
The Consortium for Community Development and Social Justice Inc.,Development, Philippines,Quezon City
The National English Teaching Resource Center of Cambodia (NETREC),Development, Cambodia,Phnom Penh
The People Improvement Organization (PIO),Development, Cambodia,Phnom Penh
The Supreme Council for the Confucian Religion of Indonesia,Development, Indonesia,Jakarta
ThinkActPeace Foundation - Philippines,Development, Philippines,Las Pinas City
"Tribal Cooperation for Rural Development, Inc. (TRICORD NGO) ",Development, Philippines, Aritao
Tribal Media Group,Development, Myanmar,"Tedim PO., "
Viveka Welfare and Educational Illam Malaysia,Development, Malaysia,Selangor
Wafaa International for Capacity Building,Development, Indonesia,Jakarta Selatan
Wathnakpheap (WP),Development, Cambodia,Phnom Penh
Wetlands International-Thailand Office,Development, Thailand,A. Hat Yai
Women Initiative and Children Education Foundation,Development, Indonesia,Sigli
"Women's Federation for World Peace, Philippines",Development, Philippines,Quezon City Metro
World Vision Development Foundation,Development, Philippines,Quezon City
World Youth Foundation (WYF),Development, Malaysia,Lebuh Ayer Keroh
Xavier University Governance and Leadership Institute,Development, Philippines,Cagayan de Oro City
Ya Suka Sumba,Development, Indonesia,Waitabula
Yayasan ANAK,Development, Indonesia,Peliatan
Yayasan BaKTI,Development, Indonesia,Makassar
Yayasan Bina Dharma,Development, Indonesia,Kabupaten Soppeng
Yayasan Pondok Pesantren Qamarul Huda,Development, Indonesia,Mataram
Yayasan Pusaka Indonesia,Development, Indonesia,Medan
Yayasan Rama Sesana,Development, Indonesia,Denpasar
Yayasan Talkis,Development, Indonesia,Kota Tangerang
Youth Volunteer For Action on Development ,Development, Lao People's Democratic Republic,Vientiane
ACT Foundation (Aksi Cepat Tanggap),Conflict Resolution, Indonesia,"Ciputat,  Jakarta"
Action Relief,Conflict Resolution, Indonesia,Sigli
Agency for Basic Community Development,Conflict Resolution, Myanmar,Sanchaung Township
Albert Schweitzer Familienwerk Foundation Philippines,Conflict Resolution, Philippines,n/a
Asian Resource Foundation,Conflict Resolution, Thailand,Bangkok
Association of the Blind in Cambodia,Conflict Resolution, Cambodia,Phom Penh
"Balay Rehabilitation Center, Inc.",Conflict Resolution, Philippines,Quezon City
Cambodian League for the Promotion and Defense of Human Rights (LICADHO),Conflict Resolution, Cambodia,Phnom Penh
CARE-Venture International,Conflict Resolution, Singapore,Singapore
Center for Peace Education,Conflict Resolution, Philippines,Quezon City
Cooperation and Development Group (CDG),Conflict Resolution, Vietnam,Hanoi
Council for the Restoration of Filipino Values (CRFV),Conflict Resolution, Philippines,Baguio City
ECOLINK Philippines,Conflict Resolution, Philippines,Oroquieta City
Federation of Indian NGOs Malaysia,Conflict Resolution, Malaysia,PETALING JAYA
Fleur-de-Lis Centre for PEACE Inc.,Conflict Resolution, Philippines,Bacolod City
"Green Valley College Foundation,Inc.",Conflict Resolution, Philippines,Koronadal
Indonesian Conference on Religion and Peace (ICRP),Conflict Resolution, Indonesia,Jakarta
Institute for Policy and Community Devlopment Studies (IPCOS),Conflict Resolution, Indonesia,Jakarta Selatan
Interfaith Communication Forum (ICF/FORKASI),Conflict Resolution, Indonesia,KAbupaten Gorontalo
International Association for Transformation-Philippines,Conflict Resolution, Philippines,Tabuk
International Police Commission Philippine Command Association,Conflict Resolution, Philippines,Taguig City
Khmer Kampuchea Krom Human Rights Association (KKKHRA),Conflict Resolution, Cambodia,Phnom Penh
Komite Monitoring Perdamaian dan Demokrasi/Committee for Peace and Democracy Monitoring,Conflict Resolution, Indonesia,"Syiah Kuala,  Banda Aceh"
Lembaga Pemantau Pembangunan Daerah,Conflict Resolution, Indonesia,Medan
Lembaga Penelitian dan Pengembangan Sumberdaya dan Lingkungan Hidup (LPPSLH),Conflict Resolution, Indonesia,Purwokerto
"Mindanao Integrated Resource Development, Inc. (MIRD)",Conflict Resolution, Philippines,Zamboanga City
National Youth Parliament Alumni Association,Conflict Resolution, Philippines,Quezon
Philippine Peace and Solidarity Council,Conflict Resolution, Philippines,"Novaliches,  Quezon city"
PHILSOCORDS,Conflict Resolution, Philippines,Zamboanga
Poverty Reduction and Development Association (PoR-DeA),Conflict Resolution, Lao People's Democratic Republic,Sisattanak distr.
Regional Development Action Association ,Conflict Resolution, Cambodia,Siem Reap
Rotary Club of Johor Centennial,Conflict Resolution, Malaysia,Johor Bahru
Saceda Youth Lead Consulting,Conflict Resolution, Philippines,Dumaguete
"Science Associates for Development Programme ""SADP""",Conflict Resolution, Lao People's Democratic Republic,Vientiane
Secular Nation Foundation,Conflict Resolution, Malaysia,Kuala Lumpur
SILAKA,Conflict Resolution, Cambodia,Phnom Penh
Socio-economic Engineering & Environmental Development Technology (SEEDTech) Foundation Inc,Conflict Resolution, Philippines,Cotabato City
Special school,Conflict Resolution, Singapore,Singapore
STAR Kampuchea,Conflict Resolution, Cambodia,Phnom Penh
"Suluk International Advocacy Foundation,Inc",Conflict Resolution, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Conflict Resolution, Philippines,Surigao City
The People Improvement Organization (PIO),Conflict Resolution, Cambodia,Phnom Penh
ThinkActPeace Foundation - Philippines,Conflict Resolution, Philippines,Las Pinas City
Tribal Media Group,Conflict Resolution, Myanmar,"Tedim PO., "
Women Initiative and Children Education Foundation,Conflict Resolution, Indonesia,Sigli
World Youth Foundation (WYF),Conflict Resolution, Malaysia,Lebuh Ayer Keroh
Action Relief,Communications & Media, Indonesia,Sigli
Association of the Blind in Cambodia,Communications & Media, Cambodia,Phom Penh
"Blessed Association of Retired Persons Foundation, Inc. (BARP)",Communications & Media, Philippines,Baguio City
Brotherhood of Destiny Inc. (BROOD),Communications & Media, Philippines,Baliuag
Cambodian Health Education Development (CHED),Communications & Media, Cambodia,Phnom Penh
Cambodian Human Rights Task Force (CHRTF),Communications & Media, Cambodia,Phnom Penh
CARE-Venture International,Communications & Media, Singapore,Singapore
Center for Media and Cross Cultural Studies,Communications & Media, Indonesia,Lhokseumawe
Centre for Regional Information and Studies (PATTIRO),Communications & Media, Indonesia,Jakarta Selatan
CIVIC Bangalore,Communications & Media, Indonesia,Bangalore -560052
Cooperation and Development Group (CDG),Communications & Media, Vietnam,Hanoi
Council for the Restoration of Filipino Values (CRFV),Communications & Media, Philippines,Baguio City
Dara Community for Development in Cambodia (DCDC-Cambodia),Communications & Media, Cambodia,Phnom PenhCity
ECOLINK Philippines,Communications & Media, Philippines,Oroquieta City
Fleur-de-Lis Centre for PEACE Inc.,Communications & Media, Philippines,Bacolod City
GlobalRankers,Communications & Media, Singapore,Singapore
"GMA Kapuso Foundation, Inc.",Communications & Media, Philippines,Quezon City
"Harvest Christian School International of Cebu, Inc.",Communications & Media, Philippines,Cebu
High Desert International Foundation,Communications & Media, Indonesia,Jakarta
Institute for Policy and Community Devlopment Studies (IPCOS),Communications & Media, Indonesia,Jakarta Selatan
International Rice Research Institute,Communications & Media, Philippines,Metro Manila
Komando Barisan Rakyat/ KOBRA,Communications & Media, Indonesia,Karawang
Komite Monitoring Perdamaian dan Demokrasi/Committee for Peace and Democracy Monitoring,Communications & Media, Indonesia,"Syiah Kuala,  Banda Aceh"
Lembaga Kajian dan Advokasi Pesantren (LKAP),Communications & Media, Indonesia,Pondokgede
Lembaga Pemantau Pembangunan Daerah,Communications & Media, Indonesia,Medan
Lembaga Penelitian dan Pengembangan Sumberdaya dan Lingkungan Hidup (LPPSLH),Communications & Media, Indonesia,Purwokerto
LKTS - Lembaga Kajin untuk Transformasi Sosial,Communications & Media, Indonesia,Boyolali
LSM Metroxylon Maluku,Communications & Media, Indonesia,Ambon
"Magna Kultura Foundation, Inc.",Communications & Media, Philippines,San Juan City
National Youth Parliament Alumni Association,Communications & Media, Philippines,Quezon
Perisai Nusantara,Communications & Media, Indonesia,Medan
"Philippine NGO Support Program, Inc. (PHANSuP)",Communications & Media, Philippines,Quezon City
PHILSOCORDS,Communications & Media, Philippines,Zamboanga
Poverty Reduction and Development Association (PoR-DeA),Communications & Media, Lao People's Democratic Republic,Sisattanak distr.
Quezon City Center for Women in Development (QCCWD),Communications & Media, Philippines,Quezon City
"Science Associates for Development Programme ""SADP""",Communications & Media, Lao People's Democratic Republic,Vientiane
Science Associates for Development Programme (SADP),Communications & Media, Lao People's Democratic Republic,"Chanthabouri dist., "
Secular Nation Foundation,Communications & Media, Malaysia,Kuala Lumpur
Surigao Economic Development Foundation Inc.,Communications & Media, Philippines,Surigao City
ThinkActPeace Foundation - Philippines,Communications & Media, Philippines,Las Pinas City
Tribal Media Group,Communications & Media, Myanmar,"Tedim PO., "
World Youth Foundation (WYF),Communications & Media, Malaysia,Lebuh Ayer Keroh
Xavier University Governance and Leadership Institute,Communications & Media, Philippines,Cagayan de Oro City
Yayasan BaKTI,Communications & Media, Indonesia,Makassar
Yayasan Mendaki,Communications & Media, Singapore,Singapore
A Bu-Ari Education and Community Development Project,Children & Youth, Thailand,Chiangrai
ACT Foundation (Aksi Cepat Tanggap),Children & Youth, Indonesia,"Ciputat,  Jakarta"
Action Relief,Children & Youth, Indonesia,Sigli
Agency for Basic Community Development,Children & Youth, Myanmar,Sanchaung Township
"Alay Kapwa Educational Foundation, Inc. ",Children & Youth, Philippines,Manila
Albert Schweitzer Familienwerk Foundation Philippines,Children & Youth, Philippines,n/a
"American Women's Club of the Philippines, Inc. ",Children & Youth, Philippines,Makati City
"Amigonian Youth Center Foundation, Inc. ",Children & Youth, Philippines,Cavite
"AMY Foundation, Inc. ",Children & Youth, Philippines,Grace Park
ANAKK - Sta. Cruz Inc.,Children & Youth, Philippines,Municipality of Sta. Cruz
"Angelo King Foundation, Inc. ",Children & Youth, Philippines,Makati City
"Antipolo Seminary Foundation, Inc. ",Children & Youth, Philippines,Paraaque City
Asia Society for Social Improvement and Sustainable Transformation,Children & Youth, Philippines,Makati City
Asian Federation Against Involuntary Disappearances (AFAD),Children & Youth, Philippines,Quezon City
Asian Resource Foundation,Children & Youth, Thailand,Bangkok
"Asociacion de Alumnas de Poveda Foundation, Inc. ",Children & Youth,Philippines,
Association for Children's Community & Development,Children & Youth, Philippines,"Cebu City,  Philippines"
Association for the Rights of Children in Southeast Asia,Children & Youth, Philippines,Quezon City
Ateneo Human Rights Center,Children & Youth, Philippines,Makati
"Balay Rehabilitation Center, Inc.",Children & Youth, Philippines,Quezon City
Brotherhood of Destiny Inc. (BROOD),Children & Youth, Philippines,Baliuag
Brunei Scout Organization,Children & Youth, Brunei Darussalam,Jalan Kota Batu
Cambodia Development Organization for Children (CAMDOC),Children & Youth, Cambodia,Siem Reap
Cambodia Living Arts,Children & Youth, Cambodia,Phnom Penh
Cambodian Health Education Development (CHED),Children & Youth, Cambodia,Phnom Penh
Cambodian Human Rights and Development Association (ADHOC),Children & Youth, Cambodia,Beng Raing Daun Penh P.P
Cambodian Volunteers for Community Development,Children & Youth, Cambodia,Phnom Penh
Cambodian-American Organization For Human Resources Training and Development (CAO),Children & Youth, Cambodia,Phnom Penh
"CARE, Inc. (Christian Action for Relief & Empowerment)",Children & Youth, Philippines,Las Pinas City
CARE-Venture International,Children & Youth, Singapore,Singapore
"Center for Alternative Resources, Authentic Technology Services (CARATS), Inc.",Children & Youth, Philippines,"Buhangin District,  Davao"
Center for Peace Education,Children & Youth, Philippines,Quezon City
Center for Public Health and Community Development (CEPHAD),Children & Youth, Vietnam,Hanoi
"Centre for Advancement of Business, Innovation and Social Entrepreneurship (CASE)",Children & Youth, Malaysia, Petaling Jaya
Child's Dream Foundation,Children & Youth, Thailand,Chiang Mai
Childhope Asia Philippines,Children & Youth, Philippines,Manila
Christian Action for Relief & Empowerment (CARE),Children & Youth, Philippines,Las Pinas City
Cooperation and Development Group (CDG),Children & Youth, Vietnam,Hanoi
"Cooperative Union of Baguio City, Inc. (CUBC)",Children & Youth, Philippines,Baguio City
Cornerstone Reaching Out to Souls for the Saviour (CROSS),Children & Youth, Philippines,"Project 3,  Quezon City"
Council for the Restoration of Filipino Values (CRFV),Children & Youth, Philippines,Baguio City
Council for the Restoration of Filipino Values (CRFV),Children & Youth, Philippines,Baguio City
Dara Community for Development in Cambodia (DCDC-Cambodia),Children & Youth, Cambodia,Phnom PenhCity
Drug Free Youth Association,Children & Youth, Malaysia,Puchong
ECOLINK Philippines,Children & Youth, Philippines,Oroquieta City
Educational Welfare and Research Foundation,Children & Youth, Malaysia,Kuala Lumpur
Exceptional Children's Educational Center,Children & Youth, Philippines,Cebu
"Family Care & Preservation, Inc. (FAMICARE, Inc.)",Children & Youth, Philippines,Makati
Farmer's Life Improvement and Future Light Youth Organization,Children & Youth, Cambodia,Phnom Penh
Federation of Indian NGOs Malaysia,Children & Youth, Malaysia,PETALING JAYA
Fleur-de-Lis Centre for PEACE Inc.,Children & Youth, Philippines,Bacolod City
GlobalRankers,Children & Youth, Singapore,Singapore
"Glorious Harvest Community Foundation, Inc.",Children & Youth, Philippines,Cebu City
"GMA Kapuso Foundation, Inc.",Children & Youth, Philippines,Quezon City
Greater Heights Christian Worship Center,Children & Youth, Philippines,Quezon City
"Greater Heights Missions Organization, Inc.",Children & Youth, Philippines,Quezon City
"Green Valley College Foundation,Inc.",Children & Youth, Philippines,Koronadal
"Harvest Christian School International of Cebu, Inc.",Children & Youth, Philippines,Cebu
He Cares Foundation,Children & Youth, Philippines,Quezon City
Help Organization International,Children & Youth, Malaysia,Lahore
High Desert International Foundation,Children & Youth, Indonesia,Jakarta
Impact Philippines,Children & Youth, Philippines,Quezon City
International Association for Transformation-Philippines,Children & Youth, Philippines,Tabuk
International Police Commission Philippine Command Association,Children & Youth, Philippines,Taguig City
"Kaabag sa Sugbo Foundation, Inc.",Children & Youth, Philippines,Cebu
Kababaihan Gabay ng Bayan  (KAGABAY),Children & Youth, Philippines,Makati City
Kalinga Filipino,Children & Youth, Philippines,Quezon City
Khmer HIV/AIDS NGO Alliance (KHANA),Children & Youth, Cambodia,Phnom Penh
Khmer Youth Association,Children & Youth, Cambodia,Phnom Penh
Khmer Youth Camp for Culture,Children & Youth, Cambodia,Phnom Penh
KidsGrowHappy (Phils) Foundation,Children & Youth, Philippines,Daet
Komite Monitoring Perdamaian dan Demokrasi/Committee for Peace and Democracy Monitoring,Children & Youth, Indonesia,"Syiah Kuala,  Banda Aceh"
Lakas ng Ekonomiya ng Alyansng Pilipino,Children & Youth, Philippines,Mangatarem
