address,cause_area,description,name,website
"2nd Floor, DAP Bldg., San Miguel Avenue, Ortigas Center, Pasig City","Charitable,Environmental","Company Description:
The Philippine Business for the Environment, Inc. (PBE) was registered with the SEC as a non-stock, non-profit corporation on 15 January 1992 by a group of incorporators who were interested in business commitment to sustainable development & environmental stewardship. It is both a network & implementing organization. Its main office is located at 5th floor of the DAP Building, San Miguel Ave., Ortigas Centre, Pasig City. The foundation has a regular staff of four (4), one (1) part-time staff, and thirteen (13) members of the Board of Trustees.
Its purposes, among others, are �to promote the recognition of environmental management as a corporate priority & to support the integration of environmental policies, programs, & practices in each business�. The Foundation�s programs now focus on the following areas: education & capacity building of corporate member and environmental advocacy.
It was certified for 3 years on May 30, 2006 which ended on May 29, 2009. On its first renewal, it was certified for another 3 years on April 12, 2009 which ended on March 3, 2013.
�","Philippine Business for the Environment, Inc. ",www.thepbe.org.ph 
"Population Center Bldg., 2332 Chino Roces Ave. Extn., 1630 Taguig City",Charitable,"Company Description:
The Philippine Center for Population and Development, Inc (PCPD) was registered with the SEC as a non-stock, non-profit corporation in February 15, 1991. Its origin was the Population Center Foundation that was founded in 1973 as a resource institution for the Philippine Population Program. In the Year 2000, its Board of Trustees decided to shift the Foundation�s role from implementing to grant-making. Its main office is located at PCPD Bldg, 2332 Chino Roces Aveneue Extension, Taguig City. The Center has a regular staff of 9 and 11 members of the Board of Trustees.
Its purpose is �to support initiatives to influence peoples� views and promote actions toward long-term human development and an appropriate balance between population and resources�. The Foundation�s programs now focus on the following areas: researches that strengthen population development advocacy, communication technologies to broaden popdev constituency, development of project models and technical assistance towards excellence in popdev research.
PCPD operations is fully covered by earned income from trust funds and lease rental of the building it owns and manages.","Philippine Center for Population and Development, Inc. ",http://www.pcpd.ph 
"1253 Jose Abad Santos Avenue, Tondo, Manila","Charitable,Educational","Company Description:
The Philippine Cultural College, Inc. was registered with the SEC as a non-stock, non-profit corporation on May 10, 1988 and was then called Philippine Cultural High School. It is an educational institution built in 1923 as the first Chinese School in Manila. In 2007, the school opened its tertiary education and amended their Articles of Incorporation on July 10, 2007 with the new name Philippine Cultural College, Inc. Its main office is located at 1253 Jose Abad Santos Avenue, Tondo, Manila. The foundation has 207 regular staff, 24 part-time staff and 64 probationary staff, 15 members of the Board of Trustees.
It was certified for one year on July 01, 2014 which ended on April 02, 2015.
Its purposes (V-M-G), among others, are �to provide equal opportunity for excellent education towards the total development of globally competitive learners ; to form well-rounded Chinese-Filipino youth and become appreciative of their cultural heritage and be responsive to the changing times�. The school is operating two campuses, one in Caloocan City and its main school is in Abad Santos Avenue. The Foundation�s programs/projects now focus on the following areas:
� Pre-School Education� Primary and Secondary Education� Tertiary Education
�","Philippine Cultural College, Inc. ",www.philippineculturalcollege.edu.ph 
"7thFloor Ramon Cojuango Building, Makati City",Charitable,"Company Description:
�After the devastation brought about by typhoons Ondoy, Pepang and Frank, the Office of the President issued Executive Order No. 838 on October 22, 2009, creating the Special National Public Reconstruction Commission� to address the reconstruction needs of the affected population.� �This brought about the Cooperation Agreement� �entered into between the Special National Public Reconstruction Commission and the Private Sector Reconstruction Commission (then in the process of being incorporated� as PDRF)� for the latter to tap the resources from the private sector. The incorporation of PDRF was approved by the SEC in January 25, 2010.
From 2010 to 2013, the PDRF focused on �projects geared towards rebuilding the areas affected� by typhoons Ondoy, Pepang and Frank. In 2013, PDRF actively raised funds to provide relief and support �projects for rebuilding Zamboanga, Cebu and Bohol� affected by devastating calamities. These projects were largely funded by the group of companies led by Mr. Manny V. Pangilinan.
The severe devastation caused by typhoon Yolanda in the Visayas in early November 2013 led to the realization of the immediate need for a more concerted effort by the private sector, especially the business community, in disaster mitigation and response. In December 9, 2013 PDRF reconstituted its Board of Trustees that includes leaders of major business conglomerates in the country and Luis Antonio Cardinal Tagle. It signaled �the renewal of the private sectors� commitment, and recognizing the Foundation as the permanent private sector vehicle for an organized response to ensure a successful partnership with Government in the rehabilitation and recovery activities all disaster/calamity affected areas of the country.�
In 2014, PDRF concentrated on recovery projects for the victims of typhoon Yolanda that included livelihood and housing assistance, feeding program, disaster preparedness and environment rehabilitation and building/repair of classrooms and health clinics. Its recovery assistance to and areas affected by past typhoons, the earthquake in Bohol and the armed conflict in Zambaonga City are continuing. It works closely with the Office of the Presidential Assistant for Rehabilitation and Recovery (OPARR). . It is currently completing plans for the establishment of Disaster Operations Center to ensure quick response by the business sector to disasters in coordination with government agencies.
PDRF was granted one year PCNC certification that ended in Feb. 11, 2015
As of April, 2015, the Foundation has a seconded President, 13 full time contractual staff and two (2) part time seconded staff.
Grants and donations received in 2013 and 2014 amounted to P37.8 million and P81.5 million respectively. Among its biggest donors are the U.S. � Philippine Society, Mata Amritanandamayi Center and the Unted Methodist Committee. The fund balance at the end of 2014 of almost P83 million is largely restricted funds for the areas affected by typhoon Yolanda.
The BREACH Project funded by USAID aims to provide basic services, individual shelter units, livelihood/employment opportunities, transport system and disaster preparedness in safe and secured areas. Target beneficiaries for the first year are 500 families.","Philippine Disaster Resilience Foundation, Inc. (form. Phil. Disaster Recovery Foundation) ",www.pdrf.org 
"Philippine Eagle Center, Malagos, Baguio District, 8000 Davao City",Charitable,"Company Description:
The Philippine Eagle Conservation Program Foundation, Inc. was registered with the SEC as a non-stock, non-profit corporation on February 6, 1987 with Company Registration Number 138202.�� It is located at Malagos, Baguio District, Davao City. The Foundation has 38 regular staff, 13 project-based staff, 15 regular volunteers and 15 members of the Board of Trustees.
�
The Philippine Eagle Foundation envisions a country where lush green forest exists in each of its major island groups with people helping the Philippine Eagle grow and thrive naturally. They look forward to seeing these forests to continue to provide clean water, clean air, abundant wildlife and products that will sustain the next generations to come.� Its purpose is to �pursue a holistic approach to ensure the survival of the Philippine Eagle , the biodiversity it represents and the sustainable use of our forest resources for future generations to enjoy. The Foundation takes a comprehensive approach to conservation, engaging in research, community-based efforts for on-site protection and public education to save the Great Philippine Eagle and its habitat.
�
It was certified by PCNC for 5 years on April 5, 2001 and which ended on April 4, 2006. On its second application, it was granted another 5-year certification on December 8, 2006 and which ended on December 7, 2011. On its 3rd application, it was again granted another 5 years on October 4, 2011 which ended on September 12, 2016.�","Philippine Eagle Conservation Program Foundation, Inc. ",www.philippineeagle.org 
"5 Eymard Drive, Brgy. Kristong Hari, New Manila, Quezon City","Charitable,Cultural","Company Description:
The Philippine Educational Theater Association (PETA) was registered with the SEC as a non-stock, non-profit and non-governmental organization on April 7, 1967 by Ms. Cecilia Guidote Alvarez. �PETA is a creative center for convergence in theater and performing arts in South East Asia. It became the UNESCO-ITI (Intertnational Theater Institue) Center in the Philippines in 1971 and in the same year organized the first Third World Theater Festival. It has a regular staff of 32, project-based staff of 17, part-time staff of 3 and 11 members of the Board of Trustees. In 2005, PETA moved to its new location at #5 Eymard Drive, Barangay Kristong Hari, Quezon City.
�
����������� It was certified for 3 years on August 04, 2004 which ended on August 03, 2007. It renewed its certification on December 24, 2008 and was granted a five-year certification which ended on December 23, 2013.
�
����������� Its vision for the people and society is that lives, transcending race, class and gender may be enriched and empowered with each gesture, word, image, sound, expression and creative learning experience and to become a Philippine Theater engaged in the development of people and society through the institution. Its mission is to be an association of artist-teachers-managers committed to excellent theater aesthetics and pedagogy for people�s development. The Foundation�s programs/projects now focus on the following areas:�

Repertory Theater Program
School of People�s Theater
Children�s Theater Program
Metropolitan Teen Theater League Program
Women/s Theater Program
Mekong Partnership Program

�
The organization operates nationwide.�",Philippine Educational Theater Association (PETA) ,www.petatheater.com 
"3/F CLC Center, Seminary Road, ADMU Campus, Loyola Heights 1108 Quezon City","Charitable,Grant-Making","Company Description:
The Philippine Jesuit Aid Association, Inc. (PJAA) was registered with the SEC as a non-stock, non-profit corporation on 21st of May 2007 by a group of incorporators who were interested in supporting the Philippine Jesuit Province and its mission. It is a grant-making/fundraising arm of the Philippine Jesuit Province (through Isabela Cultural Corp. or ICC). ICC is responsible for managing and distributing the funds to intended programs and beneficiaries as per their MOU. Its present office is located at 3rd Floor CLC Center, Seminary Road, Ateneo de Manila University Campus, Loyola Heights, Quezon City. The association has six (6) regular staff, one (1) part-time staff, numerous volunteers, and nine (9) members of the Board of Trustees. This is the second (2nd) application of PJAA. It was certified for one (1) year on April 11, 2011 and which ended on April 12, 2012. Total donations received was Php 19,158,267.00 for the year 2010 and Jan-May 2011. Its purposes (V-M-G), among others, are �to develop strong partnership between the Philippine Jesuit Province and the lay communities in supporting the various missions and projects of the Jesuits in the country�, focusing on the following areas: financial support for the formation & education of future Jesuit priests, care of elderly & infirm Jesuits, services to prisoners, the sick, the poor, & indigenous people in particular areas of the country, and other works of the Jesuit Province.�","Philippine Jesuit Aid Association, Inc. ",www.phjesuits.org 
"Ina Ng Awa Parish Compound, New Bilibid Prison Reservation, Muntinlupa City","Charitable,Social Welfare","Company Description:
The PHILIPPINE JESUIT PRISON SERVICE FOUNDATION, INC. (PJPSFI) was established in 1994 when the Philippine Province of the Society of Jesus recognized the prison service work started by Fr. Victor Labao at the the New Bilibid Prisons in Muntinlupa City as an official apostolate. On November 29, 2007, the organization was reincorporated as a non-stock non-profit organization. Its main office is located at Ina ng Awa Parish Compound, New Bilibid Prison Reservation, Muntinlupa City. The Foundation has three (3) regular staff, twenty (20) volunteers and nine (7) members of the Board of Trustees.
The organization was certified on March 13, 2013, giving them a one-year certification which lapsed on February 04, 2014. The Foundation was re-evaluated on November 21, 2014 and was deferred due to some urgent recommendations needed to comply with.
Its purposes (V-M-G), among others, are to share the mission of Christ through the Prison Ministry, it seeks to �enflesh a faith that does justice� by promoting a holistic rehabilitation of incarcerated individuals, rebuilding their lives and rekindling hope by providing programs for their rehabilitation and their families.
The Foundation�s programs/projects are now focused on � Scholarship Program for children of inmates� Social Welfare Services � Pastoral Care � Advocacy/Volunteer Programs.
The Foundation operates in Muntinlupa City.�","Philippine Jesuit Prison Service Foundation, Inc. ",www.jesuitprisonservice.org 
"Unit OS-3, 2nd Floor, Providence Bldg., 55 Annapolis St., Greenhills, San Juan City","Charitable,Grant-Making","Company Description:
The Philippine National Police Foundation, Inc. (PNPFI) was registered with the SEC as a non-stock, non-profit corporation on June 26, 2000 by a group of incorporators who desire to make the Philippines crime-free and safe by supporting the Philippine National Police (PNP) as it copes with the demands of an ever-evolving society. It is a grantmaking foundation. Its main office is located at Unit OS-3, 2nd Floor, Providence Bldg., 55 Annapolis St., Greenhills, San Juan City. The foundation has 3 regular staff, 1 outsourced bookkeeper and 9 members of the Board of Trustees.
It was certified for one (1) year on April 20, 2015 and which ended on February 18, 2016.
Its purposes (V-M-G), among others, are �to promote peace and order and fight community deterioration in the Republic of the Philippines, primarily through granting support, encouraging, and funding programs of the PNP for the acquisition of its equipment requirements, training, professionalization, and operational efficiency of its members, that are otherwise not supported and funded by the National Government�. The Foundation�s projects focus solely on funding needs of the PNP, with a nationwide scope.
�","Philippine National Police Foundation, Inc. ",www.pnpfoundation.org 
"1043 Aurora Blvd., 1108 Quezon City","Religious,Charitable","Company Description:
The Philippine Province of Good Shepherd, Inc. is duly registered with the Securities and Exchange Commission as a non-stock, non-profit private organization on January 30, 1964. It is a congregation of the Religious Sisters of the Good Shepherd (RGS) that came to the Philippines in 1912. This group of Irish Sisters established St. Bridget's Academy in Batangas City (now Bridget's College) in 1921. Education became the entry point of the RGS sisters and expanded its programs for the women in difficult situations; unwed mothers, prostituted women, battered individuals, slum dwellers, landless farmers, indigenous groups, overseas contract workers, street children, and those that are neglected and oppressed. The foundation has a regular staff of 13, part-time staff of 5, and 5 members of the Board of Trustees.
Its purposes, among others, are �to align all levels of formation with the Good Shepherd Spirituality of Compassion and Mission of Reconciliation; to revitalize its ministries in solidarity with the poor towards communal owning to ensure effectiveness and sustainability; to foster collaborative partnership with the laity through shared responsibility, power and authority; to adopt leadership style that honors the Spirit at work in each person where decision-making is characterized by consultation, discernment, collaboration and delegation at all levels in the community and in ministry; to ensure formation to a spirituality of stewardship and to inspire and accompany more people to experience and follow the Good Shepherd way of life�. The Foundation�s programs now focus on the following areas: 1) formation of Good Shepherd Sisters ( Apostolic and Contemplative Sisters); 2) Care for Elderly and infirmed Nuns; 3) Financial support to 22 Apostolic and 4 Contemplative Good Shepherd Communities in Luzon Visayas and Mindanao and 4) Support to Shelters, Centers and Schools of RGS Sisters.
This is the second (2nd) application of the Philippine Province of the Good Shepherd, Inc. It was certified for 5 years on August 1, 2003 and which ended on July 31, 2008.
Total donations received was Php 10,392,052.00 for the year 2010 & 2011. Its sources of income include income from socio economic projects, donations, grants from mother house in France and interest income. They have an approved budget of Php 9,266,000.00 for the year 2012.","Philippine Province of the Good Shepherd, Inc. ",www.goodshepherdsisters.org.ph 
"2/F Humanities Bldg., PSHS,  Agham Road, Diliman, Quezon City","Charitable,Grant-Making","Company Description:
The Philippine Science High School Foundation, Inc. is a non-stock, non-profit organization registered with the Securities and Exchange Commission (SEC) on May 2, 1978. The main objective of the Foundation is to help bridge the gap between available government funds and the actual financial requirements needed by the school, its faculty and its students to maintain its educational excellence. It is a grant-making organization. Its main office is located in the Phil Science High School Campus, 2/F Humanities Bldg., Agham Road, Diliman, Quezon City. The Foundation has 2 regular staff, 1 part-time staff, 15 volunteers and 15 members of the Board of Trustees.
It was first certified for 3 years on December 28, 2006 and which ended on December 27, 2009. First Renewal was for 5 years on February 21, 2011 and which ended on December 15, 2015.
Its purposes, among others, are �a Science High School of global standards that nurtures the country�s best and brightest to reach their full potential; to provide opportunities for scholars and mentors to achieve excellence; and to enable the PSHS to be the premier high school in the ASEAN region�. The Foundation�s programs focused on the following areas: (1) Faculty Assistance & Development Program (faculty merit award and faculty development grants); (2) Godparent Program (additional stipend given to underprivileged students); (3) Infrastructure Program; (4) School Activity Support (innovation center, foundation day activities, etc.).
�","Philippine Science High School Foundation, Inc. ", 
"Quezon Institute Compound, E. Rodriguez, Sr. Ave., Quezon City","Charitable,Research","Company Description:
Originally called the Philippine Anti-Tuberculosis Society, it was founded on July 29, 1910 by a group of Filipinos and American residents dedicated to the prevention, treatment and control of tuberculosis (TB) in the country.� It was subsequently incorporated as Philippine Tuberculosis Society Inc. (PTSI) on February 29, 1960 and was registered with the SEC on March 11, 1960 as a non-stock, non-profit organization.� Its main office is located at Quezon Institute Compound, E. Rodriguez Sr., Avenue, Quezon City.
�����
PTSI has a total of 112 regular staff, 45 project-based staff, 27 part-time staff, 12 probationary staff,
and 11 Board of Trustees.
������
The Society operates the Quezon Institute (QI) Hospital and the Field Operations Division,
which is in charge of tuberculosis pavilions, clinics and microscopy centers around the country. It is also pursuing a research and training program for complex cases of TB as a strategy to attract funding from local and foreign sources. The funding will substantially free the Society from subsidizing its services to TB indigents in the country.
������
It was granted a 3-year certification for donee institution status by PCNC on August 22, 2006 and which ended on August 21, 2009. Its certification was renewed for another 3 years on May 17, 2010 and expired on April 29, 2013. Another 3-year certification was granted on January 15, 2014 that ended on December 3, 2016.","Philippine Tuberculosis Society, Inc. ",www.ptsi.org.ph 
"4/F Shell House, 156 Valero Street, Salcedo Village 1227 Makati City",Charitable,"Company Description:
The Pilipinas Shell Foundation, Inc. (PSFI) was registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit corporation on August 19, 1982 by the Shell companies in the Philippines as an operating foundation engaged in social development projects. The foundation was formed to help uplift the lives of the poverty sector in the Philippines. The Shell companies, particularly the Pilipinas Shell Petroleum Corporation (PSPC), provided a seed fund that enabled PSFI to become sustainable for the long term. Its main office is located at 156 Valero St., Salcedo Village, Makati City. The foundation has 92 project-based staff, 33 consultants and 12 members of the Board of Trustees. It was certified for five (5) years on August 22, 2006 and has applied for renewal of certification. Grants and donations received totaled to P988,659,019.00 in the last two (2) years. Its purposes, among others, are �to enable the disadvantaged become productive and responsible members of society; to provide out-of-school youth access to technical-vocational and alternative livelihood skills for increase employability; increase access of the underprivileged to health, nutrition, sanitation, and other health-based programs for a healthy community�. The Foundation�s programs now focus on the following areas: Education and Skills development; Livelihood and entrepreneurship; Health and safety; Environmental stewardship; and sustainable community development.�","Pilipinas Shell Foundation, Inc. ",www.pilipinasshellfoundation.org 
"1175 United Nations cor. Correa St., Paco 1007 Manila","Charitable,Social Development","Company Description:
The Pondo ng Pinoy Community Foundation, Inc. was launched in June 2004 by His Eminence Gaudencio B. Cardinal Rosales, D.D., Archbishop of Manila at the first Manila Interdiocesan General Assemble (MIGPAS) that aims to propagate and develop cultural change among Filipinos. It was formally registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit organization on August 17, 2004. As a community foundation, the community owns the fund it generates with the purpose of helping the needy within and beyond the Catholic Church, even as the Church remains as the initiator, promoter and steward of Pondo. The Church educates people to promote the vision of Pondo, focusing on the movement�s spiritual and cultural values of love of God and neighbor, symbolized by the �crumbs� (typified by 25 centavos makes charity so affordable even to the poor). Its main office is located at 121 Arzobispo St., Intramuros, Manila. The foundation has 6 regular staff and 15 members of the Board of Trustees.
It was first certified for 3 years on September 13, 2007 and which ended on September 12, 2010. Second accreditation was for 3 years on December 14, 2010 and which ended on November 5, 2013.
Its purposes, among others, are �a Filipino Community where God reigns and the love of God is experienced in small but repeated acts of goodness towards neighbor, bringing hope and fullness of life to all, especially the poor�; and to empower the community through transformation by love and goodness.� The Foundation�s program focused on giving grants to Education Program, Livelihood, Health and Housing. Geographical scope of programs: Nationwide.
�","Pondo Ng Pinoy Community Foundation, Inc. ",www.pondongpinoy@yahoo.com.ph 
"SKILLS Campus, General Maxilom Ave., Cebu City","Charitable,Educational","Company Description:
The Primary Structures Educational Foundation, Inc. (PSEFI) was registered with the SEC as a non-stock, non-profit corporation on November 7, 2008 by a group of incorporators who were interested in providing training and certification for heavy equipment operation and other associated construction skills. It is an operating foundation with its main office at the SKILLS Campus, General Maxilom Ave, Cebu City. The Foundation has a regular staff of 10, 20 part-time staff and 8 project -based staff, and 7 members of the Board of Trustees.
It was certified for one (1) year on February 4, 2011 and which ended on December 15, 2011. Its certification was renewed for 3 years on December 23, 2011 and which ended on December 7, 2014.
Its purposes, among others are to: provide training and consulting services to help marginalized sectors of society find employment especially out-of-school youth, unemployed adults, and women. They are also developing a worker�s cooperative to assist victims of labor malpractices.
�","Primary Structures Educational Foundation, Inc. ",www.skills.com.ph 
"SKILLS Campus, General Maxilom Ave., Cebu City",Charitable,"Company Description:
Primary Structures Educational Foundation, Inc. (PSEFI) was registered with the SEC as a non-stock, non-profit corporation on November 7, 2008. Prior to its formal incorporation, Primary Structures Corporation (PSC), the mother company engaged in construction business in in-country and offshore development projects, embarked on developing a training institution/curriculum patterned from the academe but tailored to the industry, with the assistance of Technical Education Skills and Development Authority (TESDA). It was the desire of PSC to train and produce skilled construction workers for its own need at the time when there was an upsurge of migration abroad among skilled construction workers. Aware of a similar situation experienced by other members of the industry, PSC then established a non-stock, non-profit corporation to serve other members of the industry as well. Hence the birth of PSEFI, an operating Technical and Vocational Training and Testing Center accredited by TESDA with office address at # 333 V. Rama Ave., Cebu City. The Foundation has seven (7) key members of the staff (all seconded positions) and six (6) members of the Board of Trustees. It?s purpose, among others? is to train and certify competent Filipino builders for the world. The Foundation?s programs now focus on the following: heavy equipment operation, masonry, carpentry, welding, and other construction-related skills. The total number of graduates from Nov. 28, 2008-October 2010 is two hundred eighty one (281).�","Primary Structures Educational Foundation, Inc. ",www.skills.com.ph 
"SKILLS Campus, General Maxilom Ave., Cebu City",Charitable,"Company Description:
Primary Structures Educational Foundation, Inc. (PSEFI) was registered with the SEC as a non-stock, non-profit corporation on November 7, 2008. Prior to its formal incorporation, Primary Structures Corporation (PSC), the mother company engaged in construction business in in-country and offshore development projects, embarked on developing a training institution/curriculum patterned from the academe but tailored to the industry, with the assistance of Technical Education Skills and Development Authority (TESDA). It was the desire of PSC to train and produce skilled construction workers for its own need at the time when there was an upsurge of migration abroad among skilled construction workers. Aware of a similar situation experienced by other members of the industry, PSC then established a non-stock, non-profit corporation to serve other members of the industry as well. Hence the birth of PSEFI, an operating Technical and Vocational Training and Testing Center accredited by TESDA with office address at # 333 V. Rama Ave., Cebu City. The Foundation has seven (7) key members of the staff (all seconded positions) and six (6) members of the Board of Trustees. It?s purpose, among others? is to train and certify competent Filipino builders for the world. The Foundation?s programs now focus on the following: heavy equipment operation, masonry, carpentry, welding, and other construction-related skills. The total number of graduates from Nov. 28, 2008-October 2010 is two hundred eighty one (281).�","Primary Structures Educational Foundation, Inc. ",www.skills.com.ph 
"Purok 5, Escabo Road, Tiptip District, Tagbilaran City 6300 Bohol","Charitable,Social Development","Company Description:
Participatory Research, Organization of� Communities and Education Towards Struggle for Self-Reliance �Bohol, Inc. (PROCESS-Bohol) was registered with the SEC as a non-stock, non-profit corporation on March 2, 1998 by a group of incorporators who were interested in improving the lives of the rural poor in the Province of Bohol. �It is an operating organization. Its� office is located at Purok 5, Esabo Road, Tiptip District, Tagbilaran City, Bohol. Currently, the Foundation has 6 regular employees, 3 project-based staff, 1 volunteer and 7 members of the Board of Trustees.
������
It operates in the Provinces of Bohol and Southern Leyte.
�
������ It was certified for five (5) years on May 14, 2002 and which ended on May 13, 2007. It was given another 5-year certification on November 24, 2008� that ended on November 23, 2013.
�
������ The purpose of the organization is to innovatively organize effective and autonomous fisher and farmer people�s groups and develop them into participatory and independent communities to participate better� �in local and national decision-making. The Foundation has the following programs: integrated coastal resource management;� gender and development; watershed resources management; research and development;; training and consultancy; enterprise development; and community-based sustainable tourism.
�
�","PROCESS - Bohol, Inc. ",www.processbohol.com 
"Philippine Sinter Corporation, PHIVIDIC Industrial Estate, Villanueva, Misamis Oriental",Charitable,"Company Description:
PSC Foundation, Inc. (PFI) is an organization established by the Philippine Sinter Corporation, a sintered ore producing facility based in Villanueva, Misamis Oriental and a subsidiary of Kawasaki Steel Corporation of Japan. It was registered with the SEC on January 13, 1988 as a non-stock, non-profit corporation. Its founders were top Filipino and Japanese executives of the PSC. The Foundation serves as a channel for the provision of support to the disadvantaged groups within Villanueva and neighboring towns. Its office is located at Philippine Sinter Corporation, PHIVIDEC Industrial Estate, Villanueva, Misamis Oriental. PFI has one (1) regular staff, two (2) volunteer staff and five (5) members of the Board of Trustees. This is PFI?s second application for PCNC Certification. It was granted a 3-year certification for donee institution status by PCNC on March 17, 2006 and has applied for renewal of certification. Even before the Foundation was set-up, top executives of the company were already doing community work in the area with the distribution of used clothing from Japan and the funding of small requests for some projects and activities. Upon the establishment of the Foundation, the sectors it identified as its targets were: poor students; unemployed individual; government agencies; and NGOs in Villanueva and adjacent towns. The Foundations operations have been very simple and have revolved around the following programs: annual medical and dental clinics; high school scholarships; college scholarships; infrastructure support for schools and recently construction of water systems and PhilHealth Card Sponsorships for indigent families.","PSC Foundation, Inc. ", 
"Peninsula de Punta Fuego, Barangay Balaytigue, Nasugbu, Batangas","Charitable,Educational","Company Description:
The Punta Fuego Village Foundation, Inc. was registered with the SEC as a non-stock, non-profit corporation on August 7, 2002. It was organized by the Punta Fuego village homeowners to support environmental projects and assist the community outside the village.� Its main office is located at Peninsula de Punta Fuego, Barangay Balaytigue, Nasugbu, Batangas. The foundation has one (1) regular staff, two (2) full-time seconded and two (2) seconded staff, from the Homeowners� Association and eleven (11) Board of Trustees.
�
����������� Its purposes (V-M-G), among others, are �to improve the quality of life of Balaytigue residents and the preservation of the� Punta Fuego surrounding environment and its value.� �Founded as a corporate social responsibility arm of the affluent owners of the Punta Fuego Village Homeowners Association and its affiliate companies, the Foundation has actively pursued a holistic community development program for the Barangay of Balaytigue, the community outside the Punta Fuego Village. The Foundation�s programs/projects now focus on the following areas:�

Education and Values Formation
Environment Management
Family Health and Nutrition
Livelihood and Employment Program
Special Activities

�
The organization operates in Nasugbu, Batangas.","Punta Fuego Village Foundation, Inc. ", 
"V-5, 2nd Floor, BigBen Complex, J.P. Laurel Highway, Lipa City, Batangas","Charitable,Environmental","Company Description:
The PUSOD, Inc. was registered with the SEC as a non-stock, non-profit corporation on March 16, 2004. It is a fully-operating environmental organization. �Its main office is located at V-5, 2ND Floor, BigBen Complex, J.P. Laurel Hi-way, Lipa City. The foundation has two (2) regular staff, four (4) project-based staff and six (6) Board of Trustees.
�
����������� Its purposes (V-M-G), among others, are �to protect and enhance the ecosystem of the Philippines�. The Foundation�s programs/projects now focus on the following areas:�

Sustainable Tourism ( maintenance of the Taal Lake Conservation Center)
Biodiversity monitoring, data-base management and capacity building for Lipa Headwaters Council
Networking/Partneship with Institutions for the preservation of the protected areas in Taal, Verde Island and Mt. Malarayat.
Social Enterprise for Fisherfolks (part of ECOFISH-USAID project)

�
The organization operates in Batangas. Its sources of revenue largely come from funds raised from the PUSOD Taal Lake Conservation Center, grants and donations. �","PUSOD, Inc. ", 
"#35 Lopez Jaena Street, 6000 Cebu City","Charitable,Social Development","Company Description:
The Ramon Aboitiz Foundation, Inc. or RAFI was founded and registered with the SEC as a non-stock, non-profit organization on November 16, 1966 by the heirs of Don Ramon Aboitiz to perpetuate his legacy through the implementation of the Foundation�s programs. It is both an operating and grant-making organization with its main office located at #35 Lopez Jaena St., Cebu City. The foundation has a regular staff of 56 and project-based staff of 15, and 9 total number of part-time staff. There are 9 members of the Board of Trustees.
It was certified by PCNC for 5 years on January 25, 2001 and was renewed for another 5 years on December 14, 2005. On June 02, 2011, the Foundation was granted a 5-year certification which ended on May 26, 2016.
The Foundation�s mission, among others, is to work in the Visayas and Mindanao towards �elevating lives through a comprehensive approach that champions best practices in community development�. The foundation�s programs now focus on Integrated Area Development, Culture and Heritage, Leadership and Citizenship, Education and Health.
�","Ramon Aboitiz Foundation, Inc. ",www.rafi@org.ph 
"G/F Ramon Magsaysay Center, 1680 Roxas Blvd. Cor. J. Quintos St., Malate,  Manila","Charitable,Social Development","Company Description:
The Ramon Magsaysay Award Foundation (RMAF) was established as a non-stock, non-profit organization, registered with SEC on May 20, 1957, six weeks after the death of President Ramon Magsaysay as a legacy to give recognition to the latter?s ideals and the courageous service he rendered to the country. It is a memorial, award-giving organization to acknowledge individuals and organizations in Asia whose contributions have enhanced this creative tradition of selfless service and greatness of spirit. Its main office is located at the Ramon Magsaysay Center, Roxas Boulevard, Manila. The foundation has fifty-four (54) regular staff and nine (9) members of the Board of Trustees. Its purposes (V-M-G), among others, are to honor the late Ramon Magsaysay, to develop a systematic program of annual awards to be known as the Ramon Magsaysay Award by giving concrete recognition, perpetuate his memory, and give concrete recognition and meaning to those ideals which characterized his life and the courageous service which he rendered to the country. The Foundation?s programs/projects now focus on the following areas: a) Search and Selection Credibility; b) Awards Celebration and Impact; c) Awardee Support & Influence; d) Sectoral & Regional Relevanc; e) Financial Stability. The foundation operates in Asia. RMAF?s principal sources of funding comes from the real estate earnings of the Ramon Magsaysay Center as well as the support of the Rockefeller Brothers Foundation and Ford Foundation.",Ramon Magsaysay Award Foundation ,rmaf.org.ph 
"Orchid St. Purok St. Cruz, Calumpang, 9500 Gen. Santos City, South Cotabato","Charitable,Social Development","Company Description:
The RD Foundation, Inc. is a non-stock non-profit organization duly registered with the SEC on April 30, 2003. It is the corporate social responsibility arm of the RD Corporation and its member companies. It is an operating and grant-making foundation. Its main office is located at Orchid Street, Purok Sta. Cruz, Calumpang, General Santos City. The foundation has a 5 regular staff, 2 project-based staff, 50 active volunteers and 10 members of the Board of Trustees.
It was certified for three (3) years on December 6, 2007 and has applied for renewal of certification. They have a total donations received of Php 7,491,151.00 for the year 2010.
Its purposes, among others, are �(a) to improve the quality of life of marginalized communities by advancing the development of human capital, (b) the leader in bridging societal divides through Corporate Social Responsibility in Mindanao, (c) efficient management of CSR programs that are relevant to self-sustaining host communities, and (d) ensure that all CSR activities are in line with strategic thrust�. The Foundation�s programs now focus on the following areas: Education, Health and Social Services, Livelihood and Training, Environment, Peace and Development and Cultural Preservation.
�","RD Foundation, Inc. ",www.rdfoundation.org.ph 
