address,city,contact_number,country,description,email,name,website
"Jl.Masjid Jami No.11 Polewali Polmas
Polewali 91311 - SULAWESI SELATAN",,,Indonesia,"['Jl.Masjid Jami No.11 Polewali Polmas', 'Polewali 91311 - SULAWESI SELATAN']",,Yayasan Nahdiyat Potensi Wanita(SANSITA),
"Komp.Keuangan Blok E/93 Panaikang
Makassar 90231 - SULAWESI SELATAN",,0411-439109,Indonesia,"['Komp.Keuangan Blok E/93 Panaikang', 'Makassar 90231 - SULAWESI SELATAN', 'Ph. 0411-439109, 0811449519 ', 'Email: pabbata@indosat.net.id']",pabbata@indosat.net.id,YAYASAN PABBATA UMMI(YAPTA U),
"Jl. Lanto Dg. Pasewang No. 25 C
Ujung Pandang - SULAWESI SELATAN",,0411-430643,Indonesia,"['Jl. Lanto Dg. Pasewang No. 25 C', 'Ujung Pandang - SULAWESI SELATAN', 'Ph. 0411-430643 ']",,Yayasan Peduli Insani(YAPIN),
"Jl. Batua Raya 14 No.12
Makassar - SULAWESI SELATAN",,0411-5795045,Indonesia,"['Jl. Batua Raya 14 No.12', 'Makassar - SULAWESI SELATAN', 'Ph. 0411-5795045; 081342585464 ']",,Yayasan Peduli Pemulung(Peduli Pemulung),
"Jln. Amirullah no 10 kompleks pertanian
Makassar 90000 - SULAWESI SELATAN
Ph. yayasan_pas@yahoo.com ",,,Indonesia,"['Jln. Amirullah no 10 kompleks pertanian', 'Makassar 90000 - SULAWESI SELATAN', 'Ph. yayasan_pas@yahoo.com ']",,Yayasan Pelestarian Alam Sulawesi(YPAS),
"Jl. M Jufri IX No.36
Ujung Pandang 90216 - SULAWESI SELATAN",,0411-459869,Indonesia,"['Jl. M Jufri IX No.36', 'Ujung Pandang 90216 - SULAWESI SELATAN', 'Ph. 0411-459869 ']",,Yayasan Pelestarian Hutan Lambeq Siapper(YPHLS),
"Jl. Beruang 92
Ujung Pandang - SULAWESI SELATAN",,0411-83430,Indonesia,"['Jl. Beruang 92', 'Ujung Pandang - SULAWESI SELATAN', 'Ph. 0411-83430 ']",,Yayasan Pembangunan Pemuda Indonesia,
"Jl. Sunu G10
Ujung Pandang - SULAWESI SELATAN",,0411-22492,Indonesia,"['Jl. Sunu G10', 'Ujung Pandang - SULAWESI SELATAN', 'Ph. 0411-22492 ']",,Yayasan Pencinta Pelestarian Lingkungan Hidup,
"Desa Waeputengge Taretta Bone Gg.Latimojong Lr.94/2
Makasar - SULAWESI SELATAN",,0411-316581,Indonesia,"['Desa Waeputengge Taretta Bone Gg.Latimojong Lr.94/2', 'Makasar - SULAWESI SELATAN', 'Ph. 0411-316581 ']",,Yayasan Pendidikan Islam Telloboccoe BONE(YAPIT-Bone),
"Lesehan Beroanging Bili-bili Kelurahan Bontoparang Kecamatan Parangloe
Gowa - SULAWESI SELATAN",,081 342 610 889,Indonesia,"['Lesehan Beroanging Bili-bili Kelurahan Bontoparang Kecamatan Parangloe', 'Gowa - SULAWESI SELATAN', 'Ph. 081 342 610 889 ', 'Email: ypl.sulsel@gmail.com']",ypl.sulsel@gmail.com,Yayasan Pendidikan Lingkungan(YPL),
"Jl. Melati Kel. Caile Kec. Ujungbulu
Kabupaten Bulukumba BULUKUMBA - SULAWESI SELATAN",,085255509410,Indonesia,"['Jl. Melati Kel. Caile Kec. Ujungbulu', 'Kabupaten Bulukumba BULUKUMBA - SULAWESI SELATAN', 'Ph. 085255509410 ', 'Email: info@umboh.org', 'Web: www.umboh.org']",info@umboh.org,Yayasan Pendidikan Umboh(Pendidikan Umboh),www.umboh.org
"Jl. Buru 137 K/2
Ujung Pandang - SULAWESI SELATAN",,,Indonesia,"['Jl. Buru 137 K/2', 'Ujung Pandang - SULAWESI SELATAN']",,"Yayasan Pengemb.Swadaya Masyarakat ""Waetasi""",
"Jl. Raya Bukit Baruga Komp BTN Bukit Antang Indah Blok B3/1
Makassar - SULAWESI SELATAN",,0411-496985,Indonesia,"['Jl. Raya Bukit Baruga Komp BTN Bukit Antang Indah Blok B3/1', 'Makassar - SULAWESI SELATAN', 'Ph. 0411-496985 ', 'Email: yapermormisulsel@yahoo.co.id']",yapermormisulsel@yahoo.co.id,Yayasan Pengembangan dan Pemberdayaan Masyarakat Indonesia(Yappermi),
"Jl. Tirtamya No.6 Bukit Baruga
Makassar - SULAWESI SELATAN",,0411-491628,Indonesia,"['Jl. Tirtamya No.6 Bukit Baruga', 'Makassar - SULAWESI SELATAN', 'Ph. 0411-491628 ', 'Email: idpelitadesa@yahoo.com;daisarea@yahoo.com']",idpelitadesa@yahoo.com;daisarea@yahoo.com,Yayasan Pengembangan dan Penelitian Desa(Pelita Desa),
"Jl. Kijang 24
Ujung Pandang - SULAWESI SELATAN",,0411-81568,Indonesia,"['Jl. Kijang 24', 'Ujung Pandang - SULAWESI SELATAN', 'Ph. 0411-81568 ']",,Yayasan Pengembangan Masyarakat Sulawesi,
"R.S. Stellamaris, Jl. Somba Opu 273
Makassar 90011 - SULAWESI SELATAN",,0411-854341,Indonesia,"['R.S. Stellamaris, Jl. Somba Opu 273', 'Makassar 90011 - SULAWESI SELATAN', 'Ph. 0411-854341,871391 Fax. 0411-859545']",,Yayasan Perawat Dharma Kesehatan Indonesia,
"Jl. Bontomangape No. 6 Gunung Sari Baru
Ujung Pandang 90223 - SULAWESI SELATAN",,0411-327-779,Indonesia,"['Jl. Bontomangape No. 6 Gunung Sari Baru', 'Ujung Pandang 90223 - SULAWESI SELATAN', 'Ph. 0411-327-779 ']",,Yayasan Permata,
"Jl. Mesjid Jami No. 11 POLMAS
Polewali 91311 - SULAWESI SELATAN",,,Indonesia,"['Jl. Mesjid Jami No. 11 POLMAS', 'Polewali 91311 - SULAWESI SELATAN']",,Yayasan Potensi Wanita POLMAS(SANSITA),
"Jl. Lingkungan Randanan no.5 
Kel. Mamasa Polewali
PolMas 91362 - SULAWESI SELATAN",,,Indonesia,"['Jl. Lingkungan Randanan no.5 \nKel. Mamasa Polewali', 'PolMas 91362 - SULAWESI SELATAN']",,Yayasan Rara Situru(Rara Situru),
"Jl. Poros Majene-Mamuju Km 45
Pelattoang
Majene 91452 - SULAWESI SELATAN",,0422-22460,Indonesia,"['Jl. Poros Majene-Mamuju Km 45\nPelattoang', 'Majene 91452 - SULAWESI SELATAN', 'Ph. 0422-22460 Fax. 0422-22460']",,Yayasan Saq-Adawang Sendana,
"Jl. Abd. Dg. Sirua BTN CV Dewi E2/11
Makassar 90213 - SULAWESI SELATAN",,0411-441857,Indonesia,"['Jl. Abd. Dg. Sirua BTN CV Dewi E2/11', 'Makassar 90213 - SULAWESI SELATAN', 'Ph. 0411-441857 ']",,Yayasan Sayang Bumi(YSB),
"Kompleks BTP M-517
Makassar 90245 - SULAWESI SELATAN",,0411-5054608,Indonesia,"['Kompleks BTP M-517', 'Makassar 90245 - SULAWESI SELATAN', 'Ph. 0411-5054608 Fax. 0411-4773651', 'Email: ysbb@telkom.net']",ysbb@telkom.net,Yayasan Sejahtera Bina Bangsa(YSBB),
"Jl.Tamalate V Nomor 48
Makassar 90222 - SULAWESI SELATAN",,0411-845158,Indonesia,"['Jl.Tamalate V Nomor 48', 'Makassar 90222 - SULAWESI SELATAN', 'Ph. 0411-845158;081524123135 Fax. 0411-845158', 'Email: yasmib@telkom.net']",yasmib@telkom.net,Yayasan Swadaya Mitra Bangsa(YASMIB),
"Jl. Ahmad Yani No. 45 Rantepao
Tana Toraja 91831 - SULAWESI SELATAN",,,Indonesia,"['Jl. Ahmad Yani No. 45 Rantepao', 'Tana Toraja 91831 - SULAWESI SELATAN']",,Yayasan Tallu Lolona(YTL),
"Jl. Tengko Situru No. 05,Malango
Rantepao
Tanatoraja 91831 - SULAWESI SELATAN",,0423-23985,Indonesia,"['Jl. Tengko Situru No. 05,Malango\nRantepao', 'Tanatoraja 91831 - SULAWESI SELATAN', 'Ph. 0423-23985; 21365 Fax. 0423-21855', 'Email: tengkos@indosat.net.id']",tengkos@indosat.net.id,Yayasan Tengko Situru(YTS),
"Jl. Dr. Ratulangi No. 59
Maros 90511 - SULAWESI SELATAN",,0411-371674,Indonesia,"['Jl. Dr. Ratulangi No. 59', 'Maros 90511 - SULAWESI SELATAN', 'Ph. 0411-371674; 0811414609 Fax. 0411-371674', 'Email: fesm2002@yahoo.com']",fesm2002@yahoo.com,Yayasan Terang(YT),
"Komplek Per Mitra Mas Blok B 17-18
Padangalla, Batangase Mandai
Maros - SULAWESI SELATAN",,0411-550572,Indonesia,"['Komplek Per Mitra Mas Blok B 17-18\nPadangalla, Batangase Mandai', 'Maros - SULAWESI SELATAN', 'Ph. 0411-550572;08124295643 ']",,Yayasan Tudang Sipulung(Tudang Sipulung),
"Jl. Damar no.30 Panakukang V
Makasar 90231 - SULAWESI SELATAN",,0411-454321,Indonesia,"['Jl. Damar no.30 Panakukang V', 'Makasar 90231 - SULAWESI SELATAN', 'Ph. 0411-454321 Fax. 0411-422644', 'Email: ytmimks@indosat.net.id']",ytmimks@indosat.net.id,Yayasan Tumbuh Mandiri Indonesia(YTMI),
"Jl. Melati Kel. Csile Kec. Ujungbulu
Kabupaten Bulukumba BULUKUMBA - SULAWESI SELATAN",,085255509410,Indonesia,"['Jl. Melati Kel. Csile Kec. Ujungbulu', 'Kabupaten Bulukumba BULUKUMBA - SULAWESI SELATAN', 'Ph. 085255509410 ', 'Email: info@umboh.org', 'Web: www.umboh.org']",info@umboh.org,Yayasan UMBOH(UMBOH),www.umboh.org
"BTN Wirabuana Blok HI/60
Anduanohu
Kendari - SULAWESI TENGGARA",,0401-394826,Indonesia,"['BTN Wirabuana Blok HI/60\nAnduanohu', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-394826;08124227966 Fax. 0401-394826', 'Email: leppsek@kendari.wasantara.net.id']",leppsek@kendari.wasantara.net.id,Agro Complex Foundation(ACF),
"BTN Az-Harna Griya Permai Blok A/14
Jl. Bunggasi Kelurahan Rahandouna Kec. Poasia
Kendari 93232 KOTA KENDARI - SULAWESI TENGGARA",,0401-3136590,Indonesia,"['BTN Az-Harna Griya Permai Blok A/14\nJl. Bunggasi Kelurahan Rahandouna Kec. Poasia', 'Kendari 93232 KOTA KENDARI - SULAWESI TENGGARA', 'Ph. 0401-3136590; 08124270188 (Hasnida) Fax. 0401-31365190', 'Email: alpen.sultra@gmail.com']",alpen.sultra@gmail.com,Aliansi Perempuan Sulawesi Tenggara(Alpen Sultra),
"Jl. Saranani 27
Kendari 93111 - SULAWESI TENGGARA",,0401-322850,Indonesia,"['Jl. Saranani 27', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-322850 Fax. 0401-322683', 'Email: sama@kendari.wasantara.net.id']",sama@kendari.wasantara.net.id,Asian Permaculture Network(APN),
"Jl.Budi Utomo No.15 Tanah Abang
Bau Bau - SULAWESI TENGGARA",,0402-24283,Indonesia,"['Jl.Budi Utomo No.15 Tanah Abang', 'Bau Bau - SULAWESI TENGGARA', 'Ph. 0402-24283 ']",,Australian Community Development & Civil Society Strengthening Scheme - SULTRA(ACCESS),
"Jl. Dr. Wahidin Lr. Safari II Kel. Lamangga Betoambari
Buton - SULAWESI TENGGARA",,0402-24164,Indonesia,"['Jl. Dr. Wahidin Lr. Safari II Kel. Lamangga Betoambari', 'Buton - SULAWESI TENGGARA', 'Ph. 0402-24164 ']",,Bina Lestari Nusantara(BLN),
"Jl. Muh. Yamin No. 5
Bua-Bau 93714 - SULAWESI TENGGARA",,0402-21601,Indonesia,"['Jl. Muh. Yamin No. 5', 'Bua-Bau 93714 - SULAWESI TENGGARA', 'Ph. 0402-21601,22746 ']",,Buton Local Collaboration Of NGOS(BLCN),
"Jl. H. Wuruk No. 170
Bau-Bau - SULAWESI TENGGARA",,0402-21189,Indonesia,"['Jl. H. Wuruk No. 170', 'Bau-Bau - SULAWESI TENGGARA', 'Ph. 0402-21189 Fax. 0402-21189']",,Buton Walacea(YBW),
"Jl.sao-sao No.235/B3 Komplek Perumahan Dokter. Wua-wua
Kendari - SULAWESI TENGGARA",,,Indonesia,"['Jl.sao-sao No.235/B3 Komplek Perumahan Dokter. Wua-wua', 'Kendari - SULAWESI TENGGARA']",,Center for Public Policy and Local politic Economic(CPP),
"Jl. Abu Nawas III No.1
Kendari 93117 - SULAWESI TENGGARA",,0401-326598,Indonesia,"['Jl. Abu Nawas III No.1', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-326598 Fax. 0401-395217', 'Email: laode_nflu@yahoo.com']",laode_nflu@yahoo.com,Forum Community Oganizer(FCO),
"Kompleks Pertanian no.10
Kadia
Kendari 93117 - SULAWESI TENGGARA",,0401-390628,Indonesia,"['Kompleks Pertanian no.10\nKadia', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-390628, 085240022208 Fax. 0401-329727', 'Email: forumlintaspelakukendari@satumail.com; arafatyakii']",forumlintaspelakukendari@satumail.com; arafatyakii,Forum Interaksi Masyarakat Kota Kendari(FIM Kota Kendari),
"Jl. Beto Ambari 92
Baubau 93722 - SULAWESI TENGGARA",,0402 21181,Indonesia,"['Jl. Beto Ambari 92', 'Baubau 93722 - SULAWESI TENGGARA', 'Ph. 0402 21181 ']",,Forum LSM Kabupaten Buton,
"Jl.Taman Laut No.5
Kolaka 93513 - SULAWESI TENGGARA",,0405-21696,Indonesia,"['Jl.Taman Laut No.5', 'Kolaka 93513 - SULAWESI TENGGARA', 'Ph. 0405-21696 ']",,Forum Ummat Sulawesi Tenggara(Format),
"Jl. Abunawas No.191
Kendari KOTA KENDARI - SULAWESI TENGGARA",,,Indonesia,"['Jl. Abunawas No.191', 'Kendari KOTA KENDARI - SULAWESI TENGGARA', 'Email: arieashari01@yahoo.co.id']",arieashari01@yahoo.co.id,IDEA Project(IDEA),
"BTN Unhalu Blok D/26
Anduonohu
Kendari - SULAWESI TENGGARA",,0401-391779,Indonesia,"['BTN Unhalu Blok D/26\nAnduonohu', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-391779 Fax. 0401-322666']",,Indonesia Development Foundation(INDEF),
"Graha Carita Lt. 3 No. 2-3
Jl. Martandu - Poros Ktr. Gubernur
Kendari 93231 - SULAWESI TENGGARA",,0401-3032600,Indonesia,"['Graha Carita Lt. 3 No. 2-3\nJl. Martandu - Poros Ktr. Gubernur', 'Kendari 93231 - SULAWESI TENGGARA', 'Ph. 0401-3032600 Fax. 0401-3192498', 'Web: www.idrap.or.id']",,Institusi Pemberdayaan Masyarakat Asli dan Pedesaan(IDRAP),www.idrap.or.id
"Jl. Chairil Anwar no.10
Kelurahan Tomba
Bau-bau - SULAWESI TENGGARA",,0402-22609,Indonesia,"['Jl. Chairil Anwar no.10\nKelurahan Tomba', 'Bau-bau - SULAWESI TENGGARA', 'Ph. 0402-22609 Fax. 0402-22609', 'Email: pesisirbuton@telkom.net']",pesisirbuton@telkom.net,Jaringan Pengembangan Kawasan Pesisir Buton(JPKP Buton),
"Jln . Poros Pure-Maligano
Desa Wambona RT. 002 RW. 001 Kec. Wakorumba Selatan
Muna 93678 MUNA - SULAWESI TENGGARA",,085341393409,Indonesia,"['Jln . Poros Pure-Maligano\nDesa Wambona RT. 002 RW. 001 Kec. Wakorumba Selatan', 'Muna 93678 MUNA - SULAWESI TENGGARA', 'Ph. 085341393409; 081901650507 ']",,Karya Mandiri(Karya Mandiri),
"Jl. Wakaa-kaa No. 10
Bau-Bau 93721 - SULAWESI TENGGARA",,0402-21568,Indonesia,"['Jl. Wakaa-kaa No. 10', 'Bau-Bau 93721 - SULAWESI TENGGARA', 'Ph. 0402-21568 ']",,Komisi Advokasi dan Layanan Masyarakat(KALAM),
"Jl. Poros Kendari -Torobulu No.41, Lambakara, Kec. Laeya
Konawe Se - SULAWESI TENGGARA",,021-5708558,Indonesia,"['Jl. Poros Kendari -Torobulu No.41, Lambakara, Kec. Laeya', 'Konawe Se - SULAWESI TENGGARA', 'Ph. 021-5708558 Fax. 021-3840382', 'Email: khjl.konsel@gmail.com']",khjl.konsel@gmail.com,Koperasi Hutan Jaya Lestari(KHJL),
"Jl Poros Kolaka-Pomalaa no.2 Desa Baula
Kec. baula
Kolaka - SULAWESI TENGGARA",,,Indonesia,"['Jl Poros Kolaka-Pomalaa no.2 Desa Baula\nKec. baula', 'Kolaka - SULAWESI TENGGARA', 'Email: ksu_kolaka@telkom.net']",ksu_kolaka@telkom.net,Koperasi Serba Usaha Lakko(KSU Lakko),
"Jl. Murhum No. 76
Bau-Bau 93725 - SULAWESI TENGGARA",,0402-24702,Indonesia,"['Jl. Murhum No. 76', 'Bau-Bau 93725 - SULAWESI TENGGARA', 'Ph. 0402-24702 ']",,Lembaga Advokasi Pemberdayaan Ekonomi Kerakyatan(LAPEK),
"P.O. Box 75
Kendari 93111 - SULAWESI TENGGARA",,0401-328770,Indonesia,"['P.O. Box 75', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-328770, 328126 Fax. 0401-325451']",,Lembaga Bina Bakti Masyarakat(LEBBMAS),
"Jl. Chairil Anwar no.74A
Kendari 93117 - SULAWESI TENGGARA",,0401-25135,Indonesia,"['Jl. Chairil Anwar no.74A', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-25135 ']",,Lembaga Bina Mandiri(LBM),
"Jl. Bunga Kamboja II no. 8 Kemaraya
Kendari 93211 - SULAWESI TENGGARA",,0401-322225,Indonesia,"['Jl. Bunga Kamboja II no. 8 Kemaraya', 'Kendari 93211 - SULAWESI TENGGARA', 'Ph. 0401-322225 Fax. 0401-328356']",,Lembaga Bina Masyarakat dan Lingkungan(LEBMAL),
"Jl. Polingai Blok 2 No.87 Perumnas
Kel Bende Kec. Baruga
Kendari 93117 - SULAWESI TENGGARA",,0401-391656,Indonesia,"['Jl. Polingai Blok 2 No.87 Perumnas\nKel Bende Kec. Baruga', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-391656 ', 'Email: cakrawala_ff@telkom.net']",cakrawala_ff@telkom.net,Lembaga Cakrawala(Cakrawala),
"Komp. Safira Indah C/2 Kelurahan Rahandaouna
Kendari - SULAWESI TENGGARA",,0401-328346,Indonesia,"['Komp. Safira Indah C/2 Kelurahan Rahandaouna', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-328346 Fax. 0401-328346', 'Email: ldkj.kdi@yahoo.com']",ldkj.kdi@yahoo.com,Lembaga Diskusi dan Kajian Jurnalistik(LDKJ),
"Jl. Chairil Anwar no. 78, Wua-wua
Kendari - SULAWESI TENGGARA",,0401-312 7536,Indonesia,"['Jl. Chairil Anwar no. 78, Wua-wua', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-312 7536; 0813-3836 4320 ', 'Email: gamalkendari@gmail.com']",gamalkendari@gmail.com,Lembaga Keprihatinan Manusia dan Lingkungan(Gamal Kendari),
"Jl. Gatot Subroto no.127
Sidodadi Kec. Katobu
Muna - SULAWESI TENGGARA",,,Indonesia,"['Jl. Gatot Subroto no.127\nSidodadi Kec. Katobu', 'Muna - SULAWESI TENGGARA']",,Lembaga Pemberdayaan Potensi Masyarakat dalam Pengelolaan Sanitasi dan Lingkungan(LEPPMASAL),
"Jl. Bunga Kamboja II no.2
Kendari - SULAWESI TENGGARA",,0401-26688,Indonesia,"['Jl. Bunga Kamboja II no.2', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-26688 Fax. 0401-25451']",,Lembaga Penelitian dan Pengkajian Masyarakat Pantai dan Pedesaan(LPP-MPP),
"Jl. Jati Raya no.27E
Kel.Bende
Kendari 93117 - SULAWESI TENGGARA",,0401-390937,Indonesia,"['Jl. Jati Raya no.27E\nKel.Bende', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-390937,328530 ']",,Lembaga Pengembangan Masyarakat Marginal dan Peduli Lingkungan (LPM2PL),
"Jl. Wijaya Kesuma No.4
Kel. Lahundape Kec.Kemaraya
Kendari KOTA KENDARI - SULAWESI TENGGARA",,,Indonesia,"['Jl. Wijaya Kesuma No.4\nKel. Lahundape Kec.Kemaraya', 'Kendari KOTA KENDARI - SULAWESI TENGGARA', 'Email: lepmil@kendari.net.id', 'Web: www.lepmil.org']",lepmil@kendari.net.id,Lembaga Pengembangan Masyarakat Pesisir Pantai(Lepmil),www.lepmil.org
"Jl. Bunga Matahari no.33
Kendari - SULAWESI TENGGARA",,0401-22843,Indonesia,"['Jl. Bunga Matahari no.33', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-22843 ']",,Lembaga Pengkajian dan Pengembangan Sumberdaya Pembangunan(LAPPRAN Sultra),
"BTN Kendari Permai Blok L3 no. 12
Kendari - SULAWESI TENGGARA",,0401-3196824,Indonesia,"['BTN Kendari Permai Blok L3 no. 12', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-3196824; 081245880397 ', 'Email: perakpuriala@yahoo.com']",perakpuriala@yahoo.com,Lembaga Swadaya Masyarakat Pemberdayaan Perempuan dan Anak(LSM Perak),
"Jl. Kelapa km 1 IRG no.9c
Bau-bau 93717 - SULAWESI TENGGARA",,0402-25759,Indonesia,"['Jl. Kelapa km 1 IRG no.9c', 'Bau-bau 93717 - SULAWESI TENGGARA', 'Ph. 0402-25759 Fax. 0402-53731']",,Lembaga Swadaya Membangun Kesejahteraan(Gametra),
"Jl. Abunawas no.113
Kendari 93117 - SULAWESI TENGGARA",,0401-322042,Indonesia,"['Jl. Abunawas no.113', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-322042;0816247756 ', 'Email: arianggu@yahoo.com']",arianggu@yahoo.com,Limit Ornop untuk Transformasi Sosial(LOTS),
"Jl. Takaka 9
Kendari - SULAWESI TENGGARA",,,Indonesia,"['Jl. Takaka 9', 'Kendari - SULAWESI TENGGARA']",,LKK NU(LKK NU),
"Jl. Tekaka 7
Kendari 93121 - SULAWESI TENGGARA",,0401-23043,Indonesia,"['Jl. Tekaka 7', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-23043 ']",,LP3M(LP3M),
"Jl. Yos Sudarso 43
Baubau 93711 - SULAWESI TENGGARA",,0402-21327,Indonesia,"['Jl. Yos Sudarso 43', 'Baubau 93711 - SULAWESI TENGGARA', 'Ph. 0402-21327 Fax. 0402-21327']",,LPPM Unidayan,
"Jalan Tanukila No. 22.A
Kendari - SULAWESI TENGGARA",,0401-391206,Indonesia,"['Jalan Tanukila No. 22.A', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-391206 ; 0402-23239 ']",,Pemulihan Keberdayaan Masyarakat Sulawesi Tenggara(PKM Sultra),
"Jln. Gatot Subroto No. 62
Raha 93613 - SULAWESI TENGGARA",,0403-23117,Indonesia,"['Jln. Gatot Subroto No. 62', 'Raha 93613 - SULAWESI TENGGARA', 'Ph. 0403-23117 Fax. 0403-21511', 'Email: swami_muna@telkom.net']",swami_muna@telkom.net,Perkumpulan Swadaya Masyarakat Indonesia(Swami),
"Jl. La Ute III No. 9
Mandonga
Kendari 93111 - SULAWESI TENGGARA",,0401- 3122381,Indonesia,"['Jl. La Ute III No. 9\nMandonga', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401- 3122381; 0811401691 Fax. 0401-   3127860', 'Email: info.yascita@gmail.com; waso199@gmail.com', 'Web: www.yascita.or.id; http://blogyasita.blogspot.com']",info.yascita@gmail.com; waso199@gmail.com,Perkumpulan Yascita(Yascita),www.yascita.or.id; http://blogyasita.blogspot.com
"Jl. Saranani no.27
Kendari 93111 - SULAWESI TENGGARA",,0401-322850,Indonesia,"['Jl. Saranani no.27', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-322850 Fax. 0401-322683', 'Email: sama@kendari.wasantara.net.id']",sama@kendari.wasantara.net.id,Persatuan Perempuan Sama(PPS),
"Jl. Sawerigadin no. 176
Kendari - SULAWESI TENGGARA",,,Indonesia,"['Jl. Sawerigadin no. 176', 'Kendari - SULAWESI TENGGARA']",,Prisma,
"Jl. Ahmad Yani, Lrg Sinar Surya No. 22 Kelurahan Anaiwoi, Kec. Kadia
Kendari KOTA KENDARI - SULAWESI TENGGARA",,0853 6867 6184,Indonesia,"['Jl. Ahmad Yani, Lrg Sinar Surya No. 22 Kelurahan Anaiwoi, Kec. Kadia', 'Kendari KOTA KENDARI - SULAWESI TENGGARA', 'Ph. 0853 6867 6184 ', 'Email: spkendari@solidaritasperempuan.org', 'Web: http://www.solidaritasperempuan.org']",spkendari@solidaritasperempuan.org,Solidaritas Perempuan Kendari(SP Kendari),http://www.solidaritasperempuan.org
"Jl. MT. Haryono, Komp Pasar Baru Kendari
92117 - SULAWESI TENGGARA",,0401-394009,Indonesia,"['Jl. MT. Haryono, Komp Pasar Baru Kendari', '92117 - SULAWESI TENGGARA', 'Ph. 0401-394009 ']",,Titarah,
"Jl. La OHadi - By Pass Kompleks Wawonii No.3
Kendari 93117 KOTA KENDARI - SULAWESI TENGGARA",,0401-3195146,Indonesia,"['Jl. La OHadi - By Pass Kompleks Wawonii No.3', 'Kendari 93117 KOTA KENDARI - SULAWESI TENGGARA', 'Ph. 0401-3195146; 085215355299 ', 'Email: walhi.sultra2014@gmail.com']",walhi.sultra2014@gmail.com,Walhi Sulawesi Tenggara(Walhi Sultra),
"Jl. Rambutan II/38
Kendari - SULAWESI TENGGARA",,0401-390702,Indonesia,"['Jl. Rambutan II/38', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-390702 ']",,Wasalamata,
"Jl. Wa Ode Lrg. Merpati no.46 C
Baubau - SULAWESI TENGGARA",,0402-21543,Indonesia,"['Jl. Wa Ode Lrg. Merpati no.46 C', 'Baubau - SULAWESI TENGGARA', 'Ph. 0402-21543 ']",,Yaaysan Selatan Tenggaraa Putra(YSTP),
"Jl. Ratulangi
Kendari - SULAWESI TENGGARA",,,Indonesia,"['Jl. Ratulangi', 'Kendari - SULAWESI TENGGARA']",,Yapsa Gepsultra,
"Jl. Kartika 35A Mandonga
Kendari - SULAWESI TENGGARA",,0401-392495,Indonesia,"['Jl. Kartika 35A Mandonga', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-392495 ']",,Yayasan Agro Lestari(YAL),
"Jl. Wayong LR. Rembis Rt28 No.5
Kel. Mandongan, Kec. Mandonga
Kendari - SULAWESI TENGGARA",,,Indonesia,"['Jl. Wayong LR. Rembis Rt28 No.5\nKel. Mandongan, Kec. Mandonga', 'Kendari - SULAWESI TENGGARA']",,Yayasan Akomodasi Masyarakat Madani Indonesia(YAASIIN),
"Jl. Dr. Wahidin 65 B
Bau-Bau 93722 - SULAWESI TENGGARA",,0402-21584,Indonesia,"['Jl. Dr. Wahidin 65 B', 'Bau-Bau 93722 - SULAWESI TENGGARA', 'Ph. 0402-21584 ']",,Yayasan Al-Hikmah(YAH),
"Komplek Perumnas 
Jl. Turaako no.20
Kendari 39117 - SULAWESI TENGGARA",,0401-391969,Indonesia,"['Komplek Perumnas \nJl. Turaako no.20', 'Kendari 39117 - SULAWESI TENGGARA', 'Ph. 0401-391969; 081341549188 ']",,Yayasan Alam Hijau(Alam Hijau),
"Jl. Malik III F/9
Kendari 93111 - SULAWESI TENGGARA",,0401-325067,Indonesia,"['Jl. Malik III F/9', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-325067 Fax. 0401-325666', 'Email: asasi@telkom.net']",asasi@telkom.net,Yayasan Asasi(Asasi),
"Jl Malik IV. No. 12 Kel. Korumba Kota
Kendari 93111 - SULAWESI TENGGARA",,0401-325983,Indonesia,"['Jl Malik IV. No. 12 Kel. Korumba Kota', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-325983 Fax. 0401-325983', 'Email: yari@telkom.net']",yari@telkom.net,Yayasan Bahari,
